tweet_id,tweet_datetime,tweet_hashtags,tweet_language,retweet_count,tweet_source,tweet_source_url,tweet_text,user_created_datetime,user_name,user_followers_count,user_description,user_location,searched_by_hashtag,searched_at_datetime,searched_hashtag_country,Roberta_neg,Roberta_neu,Roberta_pos
1444288043200831491,2021-10-02 13:07:57,couchpeloton,en,0,Twitter for Android,http://twitter.com/download/android,@mwkeenan gets a tennis reference in early #couchpeloton,2013-07-05 13:04:21,Mary-Anne 💉💉,206,"Travel, cycling, live music, astronomy, growing food, volunteering. Header by Matt Adnate. First do no harm.",Boonwurrung country Melbourne,#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.00882123,0.78643656,0.20474221
1444287959763615746,2021-10-02 13:07:37,"daylightsavings, ParisRoubaixFemmes, muststayawake, couchpeloton",en,0,Twitter for iPhone,http://twitter.com/download/iphone,"Thought I’d go to bed earlier, you know #daylightsavings, see #ParisRoubaixFemmes is on. #muststayawake #couchpeloton",2009-05-30 23:49:46,Kelly,77,"I AM the Queen of this Castle. Mummy to 4 boys (twin angels), supernurse, pursuant of the perfect sunset....yep, living & loving the dream.","Mornington Peninsula, Victoria",#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.036357544,0.6237236,0.33991885
1444287941916839936,2021-10-02 13:07:33,couchpeloton,en,2,Twitter for Android,http://twitter.com/download/android,"RT @zahribeth: ""How can you call it the Queen of the Classics without the women?""

That's the quote, Keeno, you NAILED it. #couchpeloton",2007-07-24 01:48:52,vaccination.exe enthusiast🏴,2494,"🅰️ll ©️yclists 🅰️re 🅱️eautiful 🐝ngnm🎤 can be heard on🚲 @yarrabike via @3CR 📻 naarm, wurundjeri country","Melbourne, Victoria",#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.53665245,0.40557745,0.057770066
1444287857758130178,2021-10-02 13:07:13,couchpeloton,en,0,TweetDeck,https://about.twitter.com/products/tweetdeck,Ohhhhhhh here goes Bridie into carefully sticking the needle in to the big teams that choose not to have a women's team. #couchpeloton,2012-07-06 12:50:53,Beth,461,"Cycling tragic, used to watching racing in the dark & probably cold hours! When not discussing cycling, expect talk about books, cats & my uni studies. She/Her",,#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.2636428,0.6430376,0.09331959
1444287788619165706,2021-10-02 13:06:57,couchpeloton,pt,0,Twitter for Android,http://twitter.com/download/android,Grim. #couchpeloton https://t.co/jDzhLNRHyY,2013-05-03 13:30:38,Anna,71,,,#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.071165726,0.86579365,0.063040614
1444287600454340608,2021-10-02 13:06:12,couchpeloton,en,1,Twitter for Android,http://twitter.com/download/android,RT @PuffingColly: So excited #couchpeloton https://t.co/LcmmqUhQgb,2011-02-27 11:42:43,Dr SpookyVaxxedStip #cavewoman #BLM 🌈 🧶☠️ ☢️,1554,"Trust me, I'm a doctor. But not THAT type of doctor. I am licensed to zap people legally, huzzah!  living on Whadjuk land. She/Her ☢️☠️🧶","Whadjuk land, Perth, Australia",#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.0008527213,0.014859007,0.98428833
1444287481827012614,2021-10-02 13:05:43,ParisRoubaixFemmes,en,108,Twitter for iPhone,http://twitter.com/download/iphone,"RT @reallyspoketome: Special Edition Hot Mess Mud Map for #ParisRoubaixFemmes
Full of stats, tips, and enough information to fill the gaps…",2010-07-20 12:01:07,Nuno,102,,Póvoa de Varzim ,#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.007397351,0.555599,0.43700358
1444287472687484930,2021-10-02 13:05:41,,en,0,Twitter for iPhone,http://twitter.com/download/iphone,So good to have @Bridie_OD  back with @mwkeenan. I’m sure she would have nailed Paris Roubaix in her day. Let’s go…… https://t.co/4Z1BEPXo0p,2012-04-13 01:37:09,Fordy’s Dbl Vax’d,136,"Joined for the scenery, stayed for the #couchpeloton. On Gundungurra Land. All thoughts and ideas are probably borrowed.",Bowral New South Wales,#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.0010308975,0.012434524,0.9865346
1444287460104499207,2021-10-02 13:05:38,couchpeloton,en,0,Twitter for Android,http://twitter.com/download/android,Come on... Hurry up!!  #couchpeloton https://t.co/vhaxE2k44F,2013-05-03 13:30:38,Anna,71,,,#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.040421974,0.42338887,0.5361892
1444287460054167556,2021-10-02 13:05:38,trolltips,en,0,Twitter for iPad,http://twitter.com/#!/download/ipad,"10 minutes until the #trolltips deadline. This is your last call to pick a rider to beat Lotte Kopecky. 
Also, get… https://t.co/pkQvZvhRXl",2014-11-20 09:38:59,🎾 Angelic Scootus 😇 🚵‍♂️,1345,"Guerilla Cricket tweeter. Tries avoiding political RTs. Fails regularly. couchpeloton gamemaster, WestWingMonday. Watch biathlon&tennis. 49er/Penguin lifer",,#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.093662664,0.83019507,0.07614234
1444287360212951044,2021-10-02 13:05:14,couchpeloton,und,0,Twitter for iPhone,http://twitter.com/download/iphone,#couchpeloton https://t.co/iPr3BQKR5R,2010-03-25 13:15:34,Kathleen Collins,215,"Nurse, Aunt, Knitter, Atheist (ex-Catholic), at least 3rd generation Feminist, Unionist, oh and like a bit of sport","Melbourne, Australia",#couchpeloton,2021-10-02 13:06:44.759519,Australia,0.06080397,0.8755482,0.06364779
