tweet_id,tweet_datetime,tweet_hashtags,tweet_language,retweet_count,tweet_source,tweet_source_url,tweet_text,user_created_datetime,user_name,user_followers_count,user_description,user_location,searched_by_hashtag,searched_at_datetime,searched_hashtag_country,Roberta_neg,Roberta_neu,Roberta_pos
1444288784170815499,2021-10-02 13:10:54,BTSat2021TMA,en,5167,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2021-04-30 06:13:47,Imani. busy,176,#김태형 . #희승 ♡ bts✿enhypen collector🛒,she/her 19,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288784070168583,2021-10-02 13:10:54,BTSat2021TMA,en,5167,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-10-03 06:18:30,Sya🌼,136,┊ 방탄소년단 𝓮𝓷𝓽𝓱𝓾𝓼𝓲𝓪𝓼𝓽 ꒰🍒꒱,Jk,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288784024043521,2021-10-02 13:10:54,,en,8789,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2021-03-05 18:38:50,Ayannah⁷ 아얀나 💜 방탄소년단 ✨,463,"Bangtan thank you for coming into my life 💜😌🌸🌸🌸 아미 forever ⟭⟬ ⟬⟭ OT7 always ♡ 
30+ 
BTS paved the way!🎶✨
(fan acct)",,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288783973715971,2021-10-02 13:10:54,BTSat2021TMA,en,5021,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-10-16 11:51:23,alee,1284,loml means kth ੭ she/her,ia 📓,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288783931752454,2021-10-02 13:10:54,BTSat2021TMA,en,5167,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-09-01 05:21:29,❄️Sevxfv✰ | kinda ia.,2425,★ ! 💭 fan acc. 𔘓 #방탄소년단 #투모로우바이투게더 #엔하이픈 #여자친구. But mostly #방탄소년단,she/her,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288783659069440,2021-10-02 13:10:54,,en,8788,Twitter Web App,https://mobile.twitter.com,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2017-06-13 14:41:37,𝓵𝓪𝓬𝓱𝓲𝓶𝓸𝓵𝓪𝓵𝓪💜⁷ •᷄ɞ•᷅,166,𝒻𝒶𝓃 𝒶𝒸𝒸ℴ𝓊𝓃𝓉 @BTS_twt 💜,𝓑𝓣𝓢 𝓒𝓪𝓯𝓮 𝓢𝓽𝓾𝓭𝔂☕📒,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288783579377666,2021-10-02 13:10:54,"BTS, 방탄소년단, BTSat2021TMA",en,271,Twitter for Android,http://twitter.com/download/android,"RT @_BTSMoments_: [📸] 2021 TMA U+Idol Live Popularity Award Press Photos (2/2)

#BTS #방탄소년단@BTS_twt #BTSat2021TMA https://t.co/NjtVFLX5yu",2021-05-09 15:57:17,saeron.jk(샤론),7,she/her,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.017560584,0.84692687,0.13551265
1444288783575240707,2021-10-02 13:10:54,,en,8788,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2011-05-25 00:15:07,katrina,57,"if you are faithful in the small things, God will entrust you with the bigger things in life",somewhere in the earth,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288783424294915,2021-10-02 13:10:54,,en,8788,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2017-05-16 00:16:05,SwtChildx⁷,357,"||To lose your path, is the way to find that path||   ∽   口방탄소년단口♡                                          
╰Teamwork makes the Dream Work╮ ‡ ot7 ‡",→BTS← are my everything. :) ♡,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288783403212807,2021-10-02 13:10:54,"kookv, BTSat2021TMA",th,46,Twitter for iPad,http://twitter.com/#!/download/ipad,"RT @NGFAtkkv: ก่อนพูดก็ต้องหันมองแฟนก่อนสักกรุบ 🤭 #kookv #BTSat2021TMA
https://t.co/4As9FnPbTh",2013-01-21 06:57:27,🍼ʙᴀʙʏ 🐰 ʙᴜɴɴʏ ꪔ̤̫ ft.ขายการ์ดที่พิน,165,🐇 เก็บเงินไว้กินข้าวบ้างอีมัมหมี!!! 🥛(⸝⸝⸝ᵒ̴̶̷̥́ ᵕ ᵒ̴̶̷̣̥̀⸝⸝⸝) + ₊ ✿ รีวิว #l6llggreview,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.07101742,0.86113304,0.06784957
1444288783353094144,2021-10-02 13:10:54,BTSat2021TMA,es,403,Twitter for Android,http://twitter.com/download/android,"RT @vaalpz7: ALTA BELLEZA QUE SE CARGAN LOS 7 [+] 
#BTSat2021TMA
@BTS_twt https://t.co/Elm1YvKATl",2014-05-31 21:24:15,Melissa Fontecha.,1037,"YO SOY LA TORMENTA. 
Humilde opinión 🐍 siempre bienvenidos.
No te autorizo para tomar información o fotos de mis redes sociales 🕶️",,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.025263736,0.80677956,0.16795672
1444288783327719424,2021-10-02 13:10:54,,en,8789,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2020-07-07 15:10:50,Nazshalee,44,,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288783168331777,2021-10-02 13:10:54,BTSat2021TMA,en,5021,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-08-07 14:35:16,nej⁷💜,516,A PROUD BANGTAN SONYEONDAN ARMY💜,bahay,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288782916730880,2021-10-02 13:10:54,,en,8789,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2019-02-26 12:02:44,ᴮᴱTwinkle⁷,411,She/her | 24 | Can’t hold me down cuz you know I am a fighter | Fan account,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288782879047681,2021-10-02 13:10:54,"BTSat2021TMA, BTS, 방탄소년단",vi,11,Twitter for Android,http://twitter.com/download/android,"RT @TDCMBTS: [#BTSat2021TMA]

🐰ARMY JJANG*

*Jjang là tuyệt nhất

#BTS #방탄소년단 @BTS_twt 

 https://t.co/Xt9yeLy2dB",2021-04-20 13:14:22,⁴seokjinie wwh💜 🧈,62,"Fan account @BTS_twt
REMEMBER BTS IS 7 💜🇻🇳",,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.036865223,0.8291369,0.13399784
1444288782811942916,2021-10-02 13:10:54,,es,1034,Twitter for iPhone,http://twitter.com/download/iphone,"RT @eternalsjeon: “¡El orgullo del K-Pop, el orgullo de Corea!  Ícono pop del siglo XXI”

“BTS ha demostrado ser la mejor estrella pop”

“B…",2021-08-07 05:05:08,ℓιѕα 🐥💞🪐,34,“My Universe” 🪐 | A human que comparte su amor por Bangtan. #ParkJimin is my calico cat | Only #BTS,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.06280662,0.7970247,0.14016862
1444288782727925762,2021-10-02 13:10:54,,th,0,Twitter for iPhone,http://twitter.com/download/iphone,“ที่พวกเราสามารถชนะรางวัลนี้มาได้ก็เพราะว่าอาร์มี่โหวตให้พวกเรานะครับ พวกเราอาจจะพูดไป 500 ครั้งแล้วว่าพวกเราไม่สาม… https://t.co/lcC2c0JNQx,2020-05-12 14:02:59,ppp_yaaaaa,1,กุกวีเเฟนกันๆๆๆ,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.18152595,0.7768242,0.041649863
1444288782707171331,2021-10-02 13:10:54,BTSat2021TMA,en,5167,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2021-08-13 20:38:39,cæ.,33,tentativa de ser humano...falhada ;),hope world ,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288782702809091,2021-10-02 13:10:54,BTSat2021TMA,th,22,Twitter for iPad,http://twitter.com/#!/download/ipad,"RT @taehyungmyy: สู่ขิตแล้วค่าา 
#BTSat2021TMA https://t.co/dwMgtLV0kr",2021-07-08 15:53:31,min.yoonam,15,Kookv,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.051726636,0.8721654,0.07610801
1444288782576979968,2021-10-02 13:10:54,BTSat2021TMA,en,4827,Twitter for Android,http://twitter.com/download/android,"RT @taeskoshy: Kim taehyung at the 2019 TMAs will always remain the most iconic, can’t wait for this year 

#BTSat2021TMA @BTS_twt 

 https…",2020-08-25 01:37:24,sevenly,15,,India,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.001107372,0.02913653,0.96975607
1444288782501507077,2021-10-02 13:10:53,,en,567,Twitter for Android,http://twitter.com/download/android,"RT @VoteWithARMY: 🏆| Congratulations to @BTS_twt for winning 'Artist Of The Year (Bonsang)' at the The Fact Music Awards 2021. 

#BTSat2021…",2021-04-28 18:06:06,ʙᴀɴɢᴛᴀɴ ♡ ‼️VOTE FOR BTS,82,"𝚏𝚘𝚛𝚎𝚟𝚎𝚛, 방탄소년단. // 𝕃𝕠𝕧𝕖 𝕐𝕠𝕦𝕣𝕤𝕖𝕝𝕗, 𝕊𝕡𝕖𝕒𝕜 𝕐𝕠𝕦𝕣𝕤𝕖𝕝𝕗",bts is my home ,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.00089754903,0.040642012,0.95846045
1444288782472290307,2021-10-02 13:10:53,BTSat2021TMA,pt,914,Twitter for Android,http://twitter.com/download/android,"RT @WFVOTING: 🏆 | Parabéns ao @BTS_twt por receber o prêmio 'Artista do Ano (BONSANG)' no The Fact Music Awards 2021.

#BTSat2021TMA #TMA20…",2015-06-17 12:35:52,Lyla Brito⁷ ∞ 🐙💜,267,"Agradecer é a arte de atrair coisas boas  🌟 | Farmacêutica, Vestibulanda, Tiktoker e Only ARMY  | borahae bangtan @bts_twt 💜",Brasil ,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.012388129,0.8161275,0.17148443
1444288782321082369,2021-10-02 13:10:53,,und,1533,Twitter for Android,http://twitter.com/download/android,"RT @_candyclover: [🏆] @BTS_twt ชนะรางวัล ‘Artist of the Year’ จากงานประกาศรางวัล The Fact Music Awards ประจำปี 2021 (ชนะ 4 ปีซ้อน)

#BTSat2…",2020-06-01 16:37:38,Nonggim ft.money°•💸,228,พี่งงค่ะ,@BTS_twtᵒᵗ⁷ @BLACKPINKᵒᵗ⁴,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0384188,0.87333816,0.088243
1444288782312771584,2021-10-02 13:10:53,,th,15,Twitter for Android,http://twitter.com/download/android,"RT @sawok_2minn: แทฮยองยิ้มกว้างมากเพราะฮยองซิกเป็นคนประกาศพร้อมมอบรางวัล 'Artist of the Year'

ก่อนหน้าฮยองซิกก็พูดว่ามาเพราะแทฮยอง ฮือออ…",2021-09-26 20:14:10,plawaan.🐳,0,we are allone in the universe 💜🌌,ประเทศไทย,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.15410738,0.80600274,0.039889887
1444288782283444227,2021-10-02 13:10:53,BTSat2021TMA,en,5167,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-06-20 14:15:15,mia⁷𖧵,20,21’ 🐉 Law student (LLM) ⚖️ •◡• love music & movies 🌱 probably over caffeinated ☕️ 🎶 eng/fr,she/her 🎰,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288782279208966,2021-10-02 13:10:53,BTSat2021TMA,en,5021,Twitter Web App,https://mobile.twitter.com,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-08-02 09:22:55,yoonie⁷🔀 •📚,6181,ㅤ ㅤㅤ ✩‧₊*: #BTS | #ENHYPEN: 7 - 1 = 0 ㅤㅤㅤㅤ ㅤㅤ   • for 방탄소년단 | 엔하이픈 | 아이랜드ㅤㅤㅤ loml : @enchantedlhs @Bangtanin_| she/her | 04ㅤㅤ ㅤㅤㅤㅤ ㅤ bu:@en_bangtan7 ･:*₊‧✩, ⑅⁺◛˖! you are so valid ! ˖◛⁺⑅,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288782245588995,2021-10-02 13:10:53,BTSat2021TMA,th,8,Twitter for iPhone,http://twitter.com/download/iphone,RT @bestofcutiepie_: ยัยลูกแมวยิงหัวใจ ปิ้วๆ น่ารัก🥺 #BTSat2021TMA  https://t.co/dBfJagO8wC,2015-08-31 13:16:38,◌ 𝙲𝚑𝚎𝚛𝚢 ⊹ ⤾🍊🐈 ⸝ ⸝,334,❝ 영원히 사랑해요. ❞ @BTS_twt | ♡ 𝚂𝚄𝙶𝙰 ♡ ซักวันเราต้องได้พบกันไอ่เจ้าความรักทั้ง 7 คน *﹆🚏🇰🇷 ෆ🌷。,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0682727,0.8345893,0.09713802
1444288782233075719,2021-10-02 13:10:53,BTSat2021TMA,en,5167,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-06-06 05:30:29,Prim⁷ 📚stu(dying)📚,658,Life goes on~@BTS_twt                                           .ᴖ◡ᴖ.   •ᴗ•   -ㅅ-   ^♡^   •᷄ʚ•᷅    ^ㅁ^   OJO,She//Her,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288782228811783,2021-10-02 13:10:53,,en,8789,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2020-08-21 05:40:44,anna ⁷ | jimtober,1365,✧*:･ﾟ✧ living for jimin satoori ✧･ﾟ: *✧,ot⁷,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288782086385669,2021-10-02 13:10:53,BTS,en,99,Twitter for Android,http://twitter.com/download/android,"RT @BB_Votaciones: INFO📈🏆
@BTS_twt

Felicidades a #BTS por ganar 'Artist of the Year (Bonsang)' en The Fact Music Awards 2021🍾🥂

~Se lo mer…",2018-10-15 00:16:31,Mari Reyes💜🇲🇽,55,"💜🐨🐹🐱🐿🐥🐻🐰💜

#LightItUpBTS💜✨

#BUTTERREMIXBTSXMEGAN🔥💛💜🧈",,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.009616751,0.6690415,0.32134172
1444288781914279937,2021-10-02 13:10:53,BTSat2021TMA,en,5167,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2018-12-01 08:06:15,Nick⁷ ᴮᴱ 🐰💜,575,Enjoy @BTS_twt music #문화특사소년단 #BTS #방탄소년단 euphoria 🥰|| socially awkward || ⟭⟬ ⟬⟭,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288781876531207,2021-10-02 13:10:53,BTSat2021TMA,en,5167,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2019-06-09 06:31:25,anis,748,95 ᵎ vmin ✰ bts thinker !! 𓈈,she/her,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288781847171083,2021-10-02 13:10:53,,en,8788,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2019-11-10 11:00:11,⁷ jungkook lip piercing,122,jungkook misser | btspopper,she/her,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288781704646661,2021-10-02 13:10:53,BTSat2021TMA,th,8,Twitter for iPad,http://twitter.com/#!/download/ipad,RT @bestofcutiepie_: ยัยลูกแมวยิงหัวใจ ปิ้วๆ น่ารัก🥺 #BTSat2021TMA  https://t.co/dBfJagO8wC,2013-08-02 09:51:04,จับใจ🦋🌻🥣,413,have a good moment naka พรีออเดอร์สินค้าที่ชอบและใช้จริง Pre15-20day #japjaiipreorder #japjaiireview,ประเทศไทย,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0682727,0.8345893,0.09713802
1444288781524226052,2021-10-02 13:10:53,,en,8789,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2021-01-02 03:17:38,Sofitae💜🐯🐻,26,"Hi! I'm an Army, Stay and Moa! Nice to meet you!",BTS' hearts 💜,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288781461381135,2021-10-02 13:10:53,BTSat2021TMA,en,5167,Twitter Web App,https://mobile.twitter.com,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2020-12-05 23:31:32,ham✨💜⁷,5,Love Yourself 💜🥵🥺,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288781431934984,2021-10-02 13:10:53,BTSat2021TMA,en,5167,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: Jungkook : ARMY jjang!! (the best)!! 
@BTS_twt #BTSat2021TMA https://t.co/CSEoqUfNzp",2019-10-11 14:14:06,•᷄ɞ•᷅,1571,"she/they 🇲🇾 
ENG/中/MALAY
taekook
bts rt bot",,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0023838899,0.113887295,0.88372874
1444288781394190346,2021-10-02 13:10:53,,en,8788,Twitter for Android,http://twitter.com/download/android,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2021-04-27 15:58:17,Zee,6,💜🧡💛🐨🐹🐱🐿🐥🐻🐰💛🧡💜,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
1444288781339611138,2021-10-02 13:10:53,BTSat2021TMA,en,33,Twitter for Android,http://twitter.com/download/android,"RT @GirlWithLuv_24: JIMINS LONG HAIR LOOKS SO PRETTY 
#BTSat2021TMA @BTS_twt https://t.co/vhSwtXmK1n",2021-06-21 08:56:27,Michelle Angela,13,,,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0020498638,0.08397503,0.9139751
1444288781331275781,2021-10-02 13:10:53,,en,8789,Twitter for iPhone,http://twitter.com/download/iphone,"RT @choi_bts2: BTS won ""Artist of the year"" (Its not a Daesang but it's Bonsang, there are 13 artists who received this award) 🏆 Congratula…",2020-11-04 14:04:24,put⁷ 🍇,341,"💌 지민: for us, please be happy ༄ؘ ⛓",she/her ❣︎ ,#BTSat2021TMA,2021-10-02 13:06:44.759519,United States,0.0017941233,0.090496264,0.9077096
