tweet_id,tweet_datetime,tweet_hashtags,tweet_language,retweet_count,tweet_source,tweet_source_url,tweet_text,user_created_datetime,user_name,user_followers_count,user_description,user_location,searched_by_hashtag,searched_at_datetime,searched_hashtag_country,Roberta_neg,Roberta_neu,Roberta_pos
1423979347031990273,2021-08-07 12:08:27,,en,6,Twitter for iPhone,http://twitter.com/download/iphone,RT @brysonosyrb: There is something beautiful about watching Panthers and Roosters fans (who both get the rub of the green in nearly every…,2012-08-29 10:46:37,S A M || #PLASTICHEARTS,394,"“Oh look at her, she’s got the power” || 23 • Australian • Vegan • Wests Tigers Member • Jamie Fraser & book lover • Miley Cyrus Stan #Blacklivesmatter 🌌✨🖤",Australia,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.003130384,0.035603542,0.9612661
1423978140037095434,2021-08-07 12:03:39,"NRLRoostersPanthers, EastsToWin",und,0,Twitter for iPhone,http://twitter.com/download/iphone,#NRLRoostersPanthers #EastsToWin https://t.co/knr7Ut9oEZ,2013-08-17 12:18:45,#EastsToWin 🇫🇷🐓🇫🇷🐓🇫🇷,569,,,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.016723512,0.77658015,0.20669632
1423977280875892743,2021-08-07 12:00:14,"pantherpride, NRLRoostersPanthers",en,32,Twitter for Android,http://twitter.com/download/android,"RT @PenrithPanthers: FULL-TIME. The Panthers hold on for victory against the Roosters 👊🏽

#pantherpride 
#NRLRoostersPanthers https://t.co/…",2017-07-14 09:21:40,Steven G Vinson,152,"REDESIGN | REBUILD | RECLAIM                                               

BUILD THE BELIEF | BE LIMITLESS | WHATEVER IT TAKES 👊",,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.0037712515,0.26621214,0.7300166
1423977032015237121,2021-08-07 11:59:15,"pantherpride, NRLRoostersPanthers",en,32,Twitter for iPhone,http://twitter.com/download/iphone,"RT @PenrithPanthers: FULL-TIME. The Panthers hold on for victory against the Roosters 👊🏽

#pantherpride 
#NRLRoostersPanthers https://t.co/…",2021-06-26 01:52:12,6astroboy,4,,Australia,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.0037712515,0.26621214,0.7300166
1423975319351009288,2021-08-07 11:52:26,NRLRoostersPanthers,en,0,IFTTT,https://ifttt.com,NRL: Panthers d Roosters. No Crowd @ Suncorp Stadium #NRLRoostersPanthers View details: https://t.co/LsbP2e9nha,2009-08-25 06:05:01,Austadiums Sport,2196,"Australian sports results & crowd attendance figures, direct from the @austadiums website. AFL, NRL, A-League, NBL, Cricket & more.",Australia,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.04885848,0.91772825,0.033413246
1423974470276898818,2021-08-07 11:49:04,"NRLRoostersPanthers, NRLManlyStorm",en,0,Twitter for iPhone,http://twitter.com/download/iphone,You can’t tell me these boys aren’t the best of the best #NRLRoostersPanthers #NRLManlyStorm,2014-01-02 01:39:00,mitchie,5,,,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.13466449,0.48110858,0.38422692
1423972569581981697,2021-08-07 11:41:31,"NRL, RugbyLeague",en,0,TweetDeck,https://about.twitter.com/products/tweetdeck,"Updated ladder with the Panthers jumping back to 2nd the only ladder movement today
#NRL #RugbyLeague… https://t.co/nXwkN9NMZV",2010-03-22 16:29:50,1895,1637,"Your one stop shop for Rugby League news, results & opinion from around the world",Where Rugby League is played,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.012352741,0.9116858,0.07596143
1423970544043454469,2021-08-07 11:33:28,,en,6,Twitter for iPhone,http://twitter.com/download/iphone,RT @brysonosyrb: There is something beautiful about watching Panthers and Roosters fans (who both get the rub of the green in nearly every…,2021-02-17 11:47:16,Isaac 🇦🇺🦅,50,Spokesperson of the Manly Warringah Sea Eagles. 16 years old.,"New South Wales, Australia",#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.003130384,0.035603542,0.9612661
1423970120007708672,2021-08-07 11:31:47,"pantherpride, NRLRoostersPanthers",en,32,Twitter for iPhone,http://twitter.com/download/iphone,"RT @PenrithPanthers: FULL-TIME. The Panthers hold on for victory against the Roosters 👊🏽

#pantherpride 
#NRLRoostersPanthers https://t.co/…",2021-07-17 11:29:41,Ethan Randall,1,Stuff,,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.0037712515,0.26621214,0.7300166
1423970108389564418,2021-08-07 11:31:44,NRLRoostersPanthers,en,1,Twitter Web App,https://mobile.twitter.com,RT @billymcgee93: Penrith is playing this final 5-10 minutes perfectly #NRLRoostersPanthers,2015-01-13 22:58:45,Mark Dengate,1461,,,#NRLRoostersPanthers,2021-08-07 12:16:10.089293,Australia,0.011570615,0.35687318,0.63155615
