tweet_id,tweet_datetime,tweet_hashtags,tweet_language,retweet_count,tweet_source,tweet_source_url,tweet_text,user_created_datetime,user_name,user_followers_count,user_description,user_location,searched_by_hashtag,searched_at_datetime,searched_hashtag_country,Roberta_neg,Roberta_neu,Roberta_pos
1423981331420114959,2021-08-07 12:16:20,"NeerajChopra, 50YearsOfMammoottysm",en,44,Twitter for Android,http://twitter.com/download/android,"RT @MammoottyMedia: First Gold for India !! Congratulations to Neeraj Chopra!!👏
#NeerajChopra #50YearsOfMammoottysm https://t.co/kOBTxaDJqH",2019-08-26 13:58:38,Raam shiva,17,,,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.0009031804,0.025163561,0.9739333
1423981331415855120,2021-08-07 12:16:20,NeerajChopra,hi,40,Twitter for Android,http://twitter.com/download/android,RT @SaurabhRaii_: चक दे...#NeerajChopra 🔥 https://t.co/Y1qDd7OoOV,2012-09-05 05:31:06,santoshkumarvyas,183,,"Madhya Pradesh, India",#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.06770431,0.88557214,0.046723485
1423981331373981699,2021-08-07 12:16:20,"NeerajChopra, Gold, Tokyo2020, IndiaTodayAtOlympics, JavelinDC",en,0,Twitter for iPhone,http://twitter.com/download/iphone,"#NeerajChopra brings us #Gold 
#Tokyo2020 #IndiaTodayAtOlympics #JavelinDC https://t.co/YkqpqTjC6L",2009-10-03 11:34:45,RjUmang,2902,RJ Umang.. Catch me on RedFM Morning No1.. Winner of India Radio Forum’s Excellence in Radio Awards.,"Patna, India",#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.007830101,0.5611906,0.4309793
1423981331361320967,2021-08-07 12:16:20,NeerajChopra,und,0,Twitter for iPhone,http://twitter.com/download/iphone,"बधाई india 🇮🇳🇮🇳🇮🇳🇮🇳
#NeerajChopra https://t.co/QRvgEr75jh",2015-05-12 19:54:11,shku parjapati 🕉🇮🇳,167,hindu nationality # vande matram Bharat Mata ki jai ...,Hindustan,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.10809408,0.8285427,0.06336321
1423981331353018369,2021-08-07 12:16:20,"GOLD, Cheer4India, NeerajChopra, olympics2020",en,318,Twitter Web App,https://mobile.twitter.com,"RT @timesofindia: It's a #GOLD!

Neeraj Chopra wins historic gold in athletics

#Cheer4India #NeerajChopra #olympics2020 https://t.co/bvmnz…",2020-10-27 05:21:09,Ranajoy paul,151,"Film Buff, Cricket, Politics, Hrithik Roshan Die Hard Fan, Rohit Sharma fan, Music lover.
Facebook id:- https://t.co/AdiyLQPR3F","Kolkata, India",#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.004124097,0.23321792,0.762658
1423981331306872833,2021-08-07 12:16:20,"Olympics, Olympicsindia, Athletics, NeerajChopra",en,0,Twitter for iPhone,http://twitter.com/download/iphone,I’m dead!!!! What a moment! #Olympics #Olympicsindia #Athletics #NeerajChopra https://t.co/uYS6we4Hnl,2009-05-25 07:11:50,Bisma,165,"state rifle shooter, baker, entrepreneur, and amateur writer",India,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.122549005,0.3025422,0.5749088
1423981331273289734,2021-08-07 12:16:20,NeerajChopra,en,320,Twitter for Android,http://twitter.com/download/android,"RT @afiindia: THE KING BRINGS IT HOME 🇮🇳

125 years of wait ends here in AFI's 75th year. We are speechless champion #NeerajChopra

#Tokyo2…",2013-11-16 04:48:59,Pankaj,118,"Circuitous, procrastinator and",Earth,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.03871478,0.36767513,0.5936101
1423981331269128194,2021-08-07 12:16:20,NeerajChopra,hi,9,Twitter for Android,http://twitter.com/download/android,"RT @ModifiedAayush: तू भी है राणा का वंशज,फेंक जहाँ तक भाला जाए.!!!!

#NeerajChopra https://t.co/8t33AkEzST",2012-10-07 21:07:56,vardaan kapoor,194,,,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.23824525,0.70904034,0.05271447
1423981331227181057,2021-08-07 12:16:20,"TeamIndia, Proud, Olympics",en,844,Twitter for Android,http://twitter.com/download/android,RT @WasimJaffer14: There are decades where nothing happens; and there are weeks where decades happen. #TeamIndia #Proud #Olympics #NeerajCh…,2017-05-31 08:48:04,Brown Bunny 🐇,86,"Homo Sapiens🙋‍♂️,
Messi 🇦🇷,
Cricket 🇮🇳,
Weeknd 🎶",Calcutta,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.040304773,0.39375946,0.56593573
1423981331222974467,2021-08-07 12:16:20,"NeerajChopra, gold, Olympics",en,1,Twitter for Android,http://twitter.com/download/android,RT @MadhawTiwari: #NeerajChopra won a historic athletics #gold medal to become India's second ever individual #Olympics gold medallist afte…,2020-02-04 16:14:22,ck.it,12,#INForIndia,"Pune, India",#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.0025427002,0.4242897,0.57316756
1423981331210407946,2021-08-07 12:16:20,"IndiaOlympics, IndiaAtOlympics, NeerajChopra",en,0,Twitter for Android,http://twitter.com/download/android,"Finally 🥺A history has been created for india 🇮🇳in athletics 
#IndiaOlympics #IndiaAtOlympics #NeerajChopra https://t.co/6U9hrfoi4a",2021-02-12 16:59:09,yedhu nair,11,"Life is like a sine wave

We must move on
 to reach the 1 than being on -1
like the wave moves on with both  positive and negatives in life",,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.009290664,0.32165188,0.6690574
1423981331210330119,2021-08-07 12:16:20,"IND, NeerajChopra, TeamIndia, Tokyo2020",hi,0,Twitter for Android,http://twitter.com/download/android,"तू वंशज है महाराणा का,
फेक जहां तक भाला जाए ।

#IND| #NeerajChopra | #TeamIndia | #Tokyo2020 https://t.co/aF0VNivbRN",2012-05-31 10:43:00,Right Arm Over,1344,"Right arm over the wicket
Short Run-up","Uttar Pradesh, India",#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.13656166,0.8236792,0.03975904
1423981331189436419,2021-08-07 12:16:20,"GOLD, Cheer4India, NeerajChopra, olympics2020",en,318,Twitter for Android,http://twitter.com/download/android,"RT @timesofindia: It's a #GOLD!

Neeraj Chopra wins historic gold in athletics

#Cheer4India #NeerajChopra #olympics2020 https://t.co/bvmnz…",2010-11-06 07:05:54,Hemant Jaiswal,538,FoRLorN,Gorakhpur,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.004124097,0.23321792,0.762658
1423981331122360322,2021-08-07 12:16:20,NeerajChopra,en,1,Twitter for Android,http://twitter.com/download/android,RT @singhgauravji: GOLD FOR #NeerajChopra ... https://t.co/LrdHRqDtTs,2016-11-13 02:35:15,गौरव सिंह राजपूत,7,,India,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.031142836,0.82960016,0.13925697
1423981331025993729,2021-08-07 12:16:20,,hi,35,Twitter for Android,http://twitter.com/download/android,"RT @ABVPVoice: नीरज चोपड़ा ने टोक्यो ओलंपिक में रचा स्वर्णिम इतिहास! 

टोक्यो ओलंपिक में पुरुषों के जेवलिन थ्रो के फाइनल में ऐतिहासिक प्रद…",2012-01-11 15:06:21,Hritesh Singh,206,"perfection is my habit, not an attitude.","Kampala, Uganda",#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.13649574,0.8210751,0.042429246
1423981331017388036,2021-08-07 12:16:20,,en,2469,Twitter for Android,http://twitter.com/download/android,"RT @virendersehwag: Woooww!
He’s a rocket ,it’s a Gold and there are a billion tears of joy. 
Such days don’t come easy. 

The first Indian…",2020-01-17 05:15:58,हिन्दू उत्तम राजपूत🇮🇳🚩,3309,"ज्ञान में #ब्राम्हण_हूँ, व्यवस्था में #वैश्य_हूँ, रणभूमि में #क्षत्रिय_हूँ, सेवा में #शुद्र_हूँ, अतः मैं #हिन्दू_हूँ #धर्मों_रक्षति_रक्षितः🙏⚔️","Ayodhya, India",#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.047697213,0.23371069,0.7185921
1423981331013259278,2021-08-07 12:16:20,NeerajChopra,en,74,Twitter for Android,http://twitter.com/download/android,"RT @drkafeelkhan: Gold 👏👏#NeerajChopra 

 https://t.co/m75SMUmYDr",2018-09-01 12:01:06,PavanKalyanFreak,48,PowerStar Devotee Ikkadaa💪💪,Hyderabad ,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.007921001,0.58820623,0.4038728
1423981330900021257,2021-08-07 12:16:20,NeerajChopra,hi,0,Twitter for Android,http://twitter.com/download/android,"All the best #NeerajChopra 👍👍
तू भी है राणा का वंशज 
फेंक जहाँ तक भाला जाए।
दोनों तरफ़ लिखा हो भारत,
सिक्का वही उछा… https://t.co/OJbvxgAQVi",2019-07-20 07:30:34,Vik@sh Sh@rm@✍️,15,"🚩🚩परित्राणाय साधूनां विनाशाय च दुष्कृताम् ।
धर्मसंस्थापनार्थाय सम्भवामि युगे युगे ॥🚩🚩",,#NeerajChopra,2021-08-07 12:16:10.089293,Australia,0.010197862,0.3063236,0.68347853
