tweet_id,tweet_datetime,tweet_hashtags,tweet_language,retweet_count,tweet_source,tweet_source_url,tweet_text,user_created_datetime,user_name,user_followers_count,user_description,user_location,searched_by_hashtag,searched_at_datetime,searched_hashtag_country,Roberta_neg,Roberta_neu,Roberta_pos
1431591229624516611,2021-08-28 12:15:21,jobkeeper,en,3,Twitter for iPhone,http://twitter.com/download/iphone,"RT @FetchStep: How about releasing a list of who got #jobkeeper and donated to the Liberal party . 
The Liberals hate transparency but love…",2010-03-30 23:07:30,✳️Angry Nanna sewer rat supporter,983,Retired Physics teacher still interested in all things even vaguely related to Science (and isn't that just about everything?). Proudly call myself a nerd.,"Lower Hunter, Australia",#libspill,2021-08-28 12:15:30.414573,Australia,0.6486293,0.32000262,0.031368114
1431591195197669383,2021-08-28 12:15:13,libspill,en,29,Twitter for iPhone,http://twitter.com/download/iphone,"RT @MrDenmore: It says something that many of us would actually cheer on Dutton in #libspill - nasty, yes, but not two-faced nasty like Mor…",2016-08-12 07:00:02,Susan Taylor,1458,RN ageing/ population health education/ LTU/ former PhD candidate/DON/TAFE teacher/Political News/ retired Vic Health Dept Nurse Advisor / Authorised Officer,"NSW, Australia. Worimi land.  ",#libspill,2021-08-28 12:15:30.414573,Australia,0.59493226,0.33413386,0.07093384
1431591137228177411,2021-08-28 12:14:59,,en,47,Twitter for iPhone,http://twitter.com/download/iphone,RT @Schtang: Berejiklian described Morrison as unpleasant and a bully - would prefer Dutton as Prime Minister. I sense leaking and briefing…,2016-08-12 07:00:02,Susan Taylor,1458,RN ageing/ population health education/ LTU/ former PhD candidate/DON/TAFE teacher/Political News/ retired Vic Health Dept Nurse Advisor / Authorised Officer,"NSW, Australia. Worimi land.  ",#libspill,2021-08-28 12:15:30.414573,Australia,0.7298582,0.25631616,0.013825617
1431591077635452934,2021-08-28 12:14:45,,en,115,Twitter for Android,http://twitter.com/download/android,RT @Schtang: I still sense if Bill Shorten was Prime Minister Australia would not be in the mess it is - Shorten had foresight - Morrison i…,2014-09-24 23:35:36,Kay Vee,1046,"Social inclusionist, environmental enthusiast, noisy Australian doing best to hold this govt to account. Formerly commentator @unireform.",Australia,#libspill,2021-08-28 12:15:30.414573,Australia,0.33998832,0.58790004,0.07211162
1431590964620001280,2021-08-28 12:14:18,,en,0,Twitter Web App,https://mobile.twitter.com,"@kailaswild @raywilton4 He can't even hold a hose, mate. How the hell would ANYONE with an IQ above 7 think Morriso… https://t.co/i1QvJiVMPu",2020-09-22 22:50:15,BrainyDame,927,"BrainyDame works with thought leaders, authors, change agents, scientists, CEOs, and researchers to distribute life-changing content and evidence-based info.",International,#libspill,2021-08-28 12:15:30.414573,Australia,0.8769162,0.113624774,0.009458993
1431590948232855552,2021-08-28 12:14:14,,en,119,Twitter for iPhone,http://twitter.com/download/iphone,"RT @Rob_Smithers: You know what would really perk up my 2021, Frydenberg rolling Morrison for the leadership and then losing his seat at th…",2016-08-12 07:00:02,Susan Taylor,1458,RN ageing/ population health education/ LTU/ former PhD candidate/DON/TAFE teacher/Political News/ retired Vic Health Dept Nurse Advisor / Authorised Officer,"NSW, Australia. Worimi land.  ",#libspill,2021-08-28 12:15:30.414573,Australia,0.123454995,0.5566185,0.31992653
1431590787125432322,2021-08-28 12:13:35,libspill,en,8,Twitter for iPhone,http://twitter.com/download/iphone,"RT @GoldsteinVoices: The only #libspill we want to see is when a whole army of independents tip their incumbents out at the next election
A…",2011-06-30 08:53:19,Stephen Wood,1082,Welsh-Australian with an interest in youth mental health. Professor of Clinical Translational Neuroscience at Orygen/Uni of Melbourne/Uni of Birmingham,Naarm,#libspill,2021-08-28 12:15:30.414573,Australia,0.3504563,0.5693245,0.08021917
1431590771065454596,2021-08-28 12:13:32,,en,115,Twitter for iPhone,http://twitter.com/download/iphone,RT @Schtang: I still sense if Bill Shorten was Prime Minister Australia would not be in the mess it is - Shorten had foresight - Morrison i…,2016-08-12 07:00:02,Susan Taylor,1458,RN ageing/ population health education/ LTU/ former PhD candidate/DON/TAFE teacher/Political News/ retired Vic Health Dept Nurse Advisor / Authorised Officer,"NSW, Australia. Worimi land.  ",#libspill,2021-08-28 12:15:30.414573,Australia,0.33998832,0.58790004,0.07211162
1431590729894170628,2021-08-28 12:13:22,libspill,en,8,Twitter for iPhone,http://twitter.com/download/iphone,"RT @GoldsteinVoices: The only #libspill we want to see is when a whole army of independents tip their incumbents out at the next election
A…",2013-10-19 22:44:20,💧Chelle,550,💧Water is Life ❤️,"Gold Coast, Queensland",#libspill,2021-08-28 12:15:30.414573,Australia,0.3504563,0.5693245,0.08021917
1431590671656230914,2021-08-28 12:13:08,"kooyongvotes, libspill, auspol",en,248,Twitter for iPhone,http://twitter.com/download/iphone,"RT @bradpsychology: The dream scenario is Frydenberg replacing Morrison, then Frydenberg loses his seat.
#kooyongvotes #libspill #auspol",2016-08-12 07:00:02,Susan Taylor,1458,RN ageing/ population health education/ LTU/ former PhD candidate/DON/TAFE teacher/Political News/ retired Vic Health Dept Nurse Advisor / Authorised Officer,"NSW, Australia. Worimi land.  ",#libspill,2021-08-28 12:15:30.414573,Australia,0.50622374,0.45318678,0.040589448
1431590501761765376,2021-08-28 12:12:27,,en,115,Twitter for iPhone,http://twitter.com/download/iphone,RT @Schtang: I still sense if Bill Shorten was Prime Minister Australia would not be in the mess it is - Shorten had foresight - Morrison i…,2010-03-30 23:07:30,✳️Angry Nanna sewer rat supporter,983,Retired Physics teacher still interested in all things even vaguely related to Science (and isn't that just about everything?). Proudly call myself a nerd.,"Lower Hunter, Australia",#libspill,2021-08-28 12:15:30.414573,Australia,0.33998832,0.58790004,0.07211162
1431590466961567752,2021-08-28 12:12:19,,en,119,Twitter Web App,https://mobile.twitter.com,"RT @Rob_Smithers: You know what would really perk up my 2021, Frydenberg rolling Morrison for the leadership and then losing his seat at th…",2013-07-13 09:54:02,Karen Neubauer,908,"Rocket ship builder, awesome music lover, animal devotee and British comedy obsessor",,#libspill,2021-08-28 12:15:30.414573,Australia,0.123454995,0.5566185,0.31992653
1431590347960815624,2021-08-28 12:11:51,"auspol, LNPDisgrace",en,88,Twitter Web App,https://mobile.twitter.com,"RT @DopedByMurdoch: The Prosperity Pentacostalist, Jesu Morrison, addresses the crowd of average Australians ... #auspol #LNPDisgrace #libs…",2006-11-22 23:24:28,Stand & Deliver!,2240,"Gadigal land. Keyboard worrier. International Man of Misery. Rants, opinions, theories are my own showing full working out, footnotes and bibliography.",Sydney,#libspill,2021-08-28 12:15:30.414573,Australia,0.11293733,0.8125607,0.07450204
1431590170243989510,2021-08-28 12:11:08,,en,119,Twitter for Android,http://twitter.com/download/android,"RT @Rob_Smithers: You know what would really perk up my 2021, Frydenberg rolling Morrison for the leadership and then losing his seat at th…",2021-03-28 00:28:25,CrankyGranny,104,🔥💥short fuse 💥🔥,,#libspill,2021-08-28 12:15:30.414573,Australia,0.123454995,0.5566185,0.31992653
1431590168260005888,2021-08-28 12:11:08,,en,15,Twitter Web App,https://mobile.twitter.com,RT @DocHolliday_Val: Please don't make 2021 any worse by installing Voldermort as PM. Whilst Morrison has done an appalling job leave him i…,2018-11-28 05:46:23,Spin_The_Bullshit,79,"I loathe Spin, Imperialism, Colonialism, Capitalism, Racism, Inequality, police-brutality, lying politicians & greedy selfish pricks. Views are mine.",Australia,#libspill,2021-08-28 12:15:30.414573,Australia,0.8730209,0.11486099,0.012118163
1431590149289222148,2021-08-28 12:11:03,,en,9,Twitter Web App,https://mobile.twitter.com,"RT @DavidBe53174057: We don't want a PM-
Who won't hold a hose,
Who vanishes in a crisis
Who forces handshakes 
Who invites paedophile mate…",2011-05-03 10:17:48,Pete's Tweets,252,"Wear a goddam mask in this time of pandemic. 
Respect others, don't be a #COVIDIOT .
Axe wielding madman. 😉",Darkinjung country,#libspill,2021-08-28 12:15:30.414573,Australia,0.8386686,0.15020084,0.011130544
1431590115449524225,2021-08-28 12:10:55,"auspol, libspill",en,24,Twitter Web App,https://mobile.twitter.com,"RT @Baron_Gotcha: #auspol #libspill 
The Liberal party is not relevant 2 Australia's needs in its current form. It's a sad hangover of our…",2018-11-28 05:46:23,Spin_The_Bullshit,79,"I loathe Spin, Imperialism, Colonialism, Capitalism, Racism, Inequality, police-brutality, lying politicians & greedy selfish pricks. Views are mine.",Australia,#libspill,2021-08-28 12:15:30.414573,Australia,0.9305386,0.06423222,0.0052291555
1431590078132809730,2021-08-28 12:10:46,libspill,en,22,Twitter Web App,https://mobile.twitter.com,RT @JackMartinTrut1: The only #libspill I am interested in will be the tears spilled by Libs and Nats when they are wiped out in the Federa…,2018-11-28 05:46:23,Spin_The_Bullshit,79,"I loathe Spin, Imperialism, Colonialism, Capitalism, Racism, Inequality, police-brutality, lying politicians & greedy selfish pricks. Views are mine.",Australia,#libspill,2021-08-28 12:15:30.414573,Australia,0.5344979,0.4039366,0.061565492
