tweet_id,tweet_datetime,tweet_hashtags,tweet_language,retweet_count,tweet_source,tweet_source_url,tweet_text,user_created_datetime,user_name,user_followers_count,user_description,user_location,searched_by_hashtag,searched_at_datetime,searched_hashtag_country,Roberta_neg,Roberta_neu,Roberta_pos
1423981398055014406,2021-08-07 12:16:36,,en,520,Twitter for Android,http://twitter.com/download/android,"RT @HumanityWarior7: Helping Others make you feel Happier and more Fulfilled.
Millions of Dera Sacha Sauda followers save 1 Rupee Coin per…",2021-05-23 15:38:17,Isha,0,,,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.012708112,0.34430957,0.64298236
1423981397560135688,2021-08-07 12:16:36,"Saturday, SaturdayVibes, SaturdayMorning, SaturdayThoughts, SaturdayMotivation, nature, naturelover",en,3,Twitter Web App,https://mobile.twitter.com,"RT @correachris_: #Saturday 
#SaturdayVibes 
#SaturdayMorning 
#SaturdayThoughts 
#SaturdayMotivation 
#nature 
#naturelover 
#naturephotog…",2017-08-17 22:03:16,"Rihilism, Esq., Professional Dilettante 🏳️‍🌈",343,"Hon. Prof. Dilettantory Studies, Tweeter U (Intertubes ext. campus)... amateur pics. pics own/unless indicated. he/him/his #EndTheStigma #gardenvicariously","Ioway, Midwest, U.S.",#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.013742964,0.6472143,0.33904272
1423981383156908034,2021-08-07 12:16:32,"TÜRKİYEerdoğandanBÜYÜKTÜR, SaturdayMorning",en,4,Twitter for iPhone,http://twitter.com/download/iphone,"RT @BrnHukumdaroglu: Is this a heart ?🤔

#TÜRKİYEerdoğandanBÜYÜKTÜR #SaturdayMorning
https://t.co/nBMJUVeXUO",2015-02-03 14:04:13,Tedi,703,Tedi insan kaynakları A.Ş,Esenyurt / istanbul,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.13659972,0.8203908,0.043009374
1423981366639661056,2021-08-07 12:16:28,SaturdayMorning,en,0,Twitter for iPhone,http://twitter.com/download/iphone,"SHANGHAI 

#SaturdayMorning have fun editing my photo. 😅 https://t.co/uSCusu1bof",2012-07-12 10:24:56,Chang,44,Natural light photography,Shanghai,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.0046485174,0.078499086,0.9168524
1423981360478244870,2021-08-07 12:16:27,,en,544,Twitter for Android,http://twitter.com/download/android,"RT @HumanityWarior7: One who Helps others are abundantly Blessed.
With the inspiration of Saint Dr. @Gurmeetramrahim Ji, volunteers of DSS…",2021-05-23 15:38:17,Isha,0,,,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.0034295889,0.22984521,0.7667251
1423981330870804480,2021-08-07 12:16:20,"TÜRKİYEerdoğandanBÜYÜKTÜR, SaturdayMorning",en,4,Twitter for iPhone,http://twitter.com/download/iphone,"RT @BrnHukumdaroglu: Is this a heart ?🤔

#TÜRKİYEerdoğandanBÜYÜKTÜR #SaturdayMorning
https://t.co/nBMJUVeXUO",2020-04-19 23:14:49,𝕾𝖊𝖗𝖆𝖕 𝖚𝖞𝖌𝖚𝖗,1149,"Vur gitsin hayatın gelişine, belki gol olur dediler, o gün bu gündür hep gelişine vuruyorum hayatın.😷Bakırköy Dr. Sadi Konuk Eğitim Ve arştrma😷💯 DM YOK 💯","Bakırköy, İstanbul",#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.13659972,0.8203908,0.043009374
1423981322943569929,2021-08-07 12:16:18,"Virgin, SaturdayMorning, Poetry",und,3,Twitter for Android,http://twitter.com/download/android,RT @RealLawMart: #Virgin #SaturdayMorning #Poetry,2011-05-10 21:34:53,OneLuvSports,36,One Luv Sports is The Official Blogazine of the sports world where one fan's truth isn't sugar coated to spare feelings of an athlete. Its all Luv.,"Milwaukee,WI",#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.019082539,0.87396157,0.106955975
1423981266827988997,2021-08-07 12:16:04,MHHSBD,en,7,Twitter for iPhone,http://twitter.com/download/iphone,"RT @BadgerCrafty: Crafty Badger loves the Beatles and has been designing a new Let it Bee range 🐝 … 

👉 https://t.co/tKLy7H8kV7

#MHHSBD #O…",2021-03-09 13:43:00,My Helpful Hints Small Business Directory,709,#MHHSBD Admin Team @MyHelpfulHints_ 💡 @Ness_SeaGlass 🦕 @GlassCrafty 🌸 @ChapelSoap 🛀 @TwystedRoots 🌿,Everywhere on your timeline,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.004174415,0.17458943,0.8212362
1423981255528439813,2021-08-07 12:16:02,"TÜRKİYEerdoğandanBÜYÜKTÜR, SaturdayMorning",en,4,Twitter for iPhone,http://twitter.com/download/iphone,"RT @BrnHukumdaroglu: Is this a heart ?🤔

#TÜRKİYEerdoğandanBÜYÜKTÜR #SaturdayMorning
https://t.co/nBMJUVeXUO",2020-07-23 14:57:41,Follow & Followers,3743,TURN ON NOTIFICATIONS TO GAIN FOLLOWERS,United Kingdom 🇬🇧,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.13659972,0.8203908,0.043009374
1423981254131736576,2021-08-07 12:16:01,"dogsoftwitter, dogs, Pets",en,8,Twitter for iPhone,http://twitter.com/download/iphone,"RT @BadgerCrafty: #dogsoftwitter especially for you guys with #dogs #Pets

Crafty has designed mugs for all Dog Dads and Dog Moms 😀

👉 http…",2021-03-09 13:43:00,My Helpful Hints Small Business Directory,709,#MHHSBD Admin Team @MyHelpfulHints_ 💡 @Ness_SeaGlass 🦕 @GlassCrafty 🌸 @ChapelSoap 🛀 @TwystedRoots 🌿,Everywhere on your timeline,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.008310841,0.4075606,0.58412856
1423981253204664324,2021-08-07 12:16:01,"GanpatiBappaMorya, Mumbai, SaturdayMorning, mumbaikar",en,10,Twitter for Android,http://twitter.com/download/android,RT @RajitaBagga: Saturday Auspicious Darshan of Lord SiddhiVinayaka! #GanpatiBappaMorya #Mumbai #SaturdayMorning #mumbaikar https://t.co/jW…,2012-01-30 02:42:34,Bhairav J Kamdar,31,,,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.022599708,0.9285483,0.048852056
1423981246615535618,2021-08-07 12:16:00,,en,13,Twitter Web App,https://mobile.twitter.com,"RT @DebbieViggiano: Daisy is puzzled. Boyfriend Dominic has proposed but meeting the parents is looong overdue. What is he hiding?

'Hooks…",2011-10-19 13:02:00,Chris G. Derrick,35178,"First Western novel, The Tainted Dollar, published 2014. Trainee guitar player as of Feb 2019 (never too late!) Best place in the world - SW states of the USA.",Hertfordshire UK,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.53198844,0.4423907,0.025620883
1423981238637957125,2021-08-07 12:15:58,SaturdayMorning,fi,0,Twitter Web App,https://mobile.twitter.com,Texas #SaturdayMorning Join Us Joe Jaworski https://t.co/GXxGcaFppe https://t.co/nwdRcAVLGh,2012-10-05 18:37:23,Missouri Vote,4032,"is Taxes Paramount Domination Public Health Care COVID-19, Protect  Post Office Grass Roots Zip Codes Commerce Economy Education USPS 46 Joe Biden Missouri Life","Cape Girardeau, MO",#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.0047077136,0.78087723,0.21441501
1423981218555645965,2021-08-07 12:15:53,"sunrise, uscapitol, SaturdayMorning",en,117,Twitter for Android,http://twitter.com/download/android,RT @Chris_FukudaWx: It was an absolutely beautiful #sunrise this morning by the US Capitol #uscapitol #SaturdayMorning @capitalweather @usc…,2017-05-19 00:33:25,Penny Jackson,1233,"5-18-2017 MY 3RD TWITTER ACCOUNT! LOVE GOD, FAMILY, COUNTRY, AND HELPING ALL ANIMALS AND PEOPLE IN HONEST, GODLY, PEACEFULL WAYS! MY 2nd twitter acct is active",,#SaturdayMorning,2021-08-07 12:16:10.089293,United States,0.0011452356,0.03624848,0.96260625
