,id,date,rawContent,user,replyCount,retweetCount,likeCount,quoteCount
10,1629468529538785282,2023-02-25 13:09:06+00:00,"Présidentielle américaine : Joe Biden confirme vouloir être candidat à un second mandat, mais pas dans l’immédiat – via @lemondefr  https://t.co/VyEBocWFmL","{'username': 'BeirnaertPhilip', 'id': 1063840196507115521, 'displayname': 'Philip Beirnaert', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2018, 11, 17, 17, 4, 2, tzinfo=datetime.timezone.utc), 'followersCount': 678, 'friendsCount': 139, 'statusesCount': 3528, 'favouritesCount': 6, 'listedCount': 0, 'mediaCount': 1, 'location': 'Deinze, België', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1200792551336398850/ohqmuAyS_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0
11,1629468524140691456,2023-02-25 13:09:04+00:00,"@silupescu Ma “Penza” te che grave perdita per Biden non poter visitare codesta Città. Dovrà ripiegare su cittadine semisconosciute tipo Venezia, Dresda, Cracovia,Granada o Edimburgo. Che vita misera.","{'username': 'Midway1977', 'id': 1560985676392402945, 'displayname': 'Stefano', 'rawDescription': 'WSM🇪🇺 Europeista, Atlantista e Veneto fino al midollo', 'renderedDescription': 'WSM🇪🇺 Europeista, Atlantista e Veneto fino al midollo', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 8, 20, 13, 43, 10, tzinfo=datetime.timezone.utc), 'followersCount': 30, 'friendsCount': 274, 'statusesCount': 609, 'favouritesCount': 1554, 'listedCount': 0, 'mediaCount': 5, 'location': 'Veneto, Italia', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1608876263506051077/Rah2SMFn_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0
12,1629468516016332804,2023-02-25 13:09:02+00:00,insiste que não é mais uma ameaça quando Biden o reassenta em Belize sob um acordo de $ 300.000 financiado pelos contribuintes após sua libertação de Gitmo https://t.co/ZL5C2l8uuS.👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇 https://t.co/czz81cjG0K,"{'username': 'leisueli1', 'id': 1579514710524919809, 'displayname': 'Sueli Lei🇧🇷 conta 5 casada vó', 'rawDescription': 'Bolsonaro', 'renderedDescription': 'Bolsonaro', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 10, 10, 16, 50, 51, tzinfo=datetime.timezone.utc), 'followersCount': 2179, 'friendsCount': 3166, 'statusesCount': 17352, 'favouritesCount': 4997, 'listedCount': 0, 'mediaCount': 13800, 'location': 'Salto, Brasil', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1588844046558138369/17xTRb2T_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0
13,1629468467702136832,2023-02-25 13:08:51+00:00,"#白上フブキ 
#桐生ココ 
#FBKSPACE 
最近在看到一些漫画的图片
玛恩纳叔叔×瑕光的
不知道在哪可以看到","{'username': 'huilu123', 'id': 1488774112365404165, 'displayname': 'I love Biden', 'rawDescription': '终于，我回来了！', 'renderedDescription': '终于，我回来了！', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 2, 2, 7, 20, 2, tzinfo=datetime.timezone.utc), 'followersCount': 83, 'friendsCount': 25, 'statusesCount': 1666, 'favouritesCount': 1076, 'listedCount': 1, 'mediaCount': 574, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1521312841436995584/sc04fAmk_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0
14,1629468434898493444,2023-02-25 13:08:43+00:00,"@leondewinter In deze link kun je zien dat - tijdens een gezamenlijke persco. met #Scholz - #Biden zegt “We will put an end to #Nordstream” Scholz geen enkele reactie vertoont.
Hij wist er dus van ‼️

https://t.co/tGK4fVV7JR","{'username': 'Ineke05528522', 'id': 1541340488044871680, 'displayname': 'Ineke (v/h Elisa59), de “KNIPSELDIENST” ✂️', 'rawDescription': 'Terug op Twitter\n\nUSA blies de Nordstream pijplijn op‼️\n\nhttps://t.co/GpDtWDxRRY…', 'renderedDescription': 'Terug op Twitter\n\nUSA blies de Nordstream pijplijn op‼️\n\ntwitter.com/TheThe1776/sta…', 'descriptionLinks': [{'text': 'twitter.com/TheThe1776/sta', 'url': 'https://twitter.com/TheThe1776/sta', 'tcourl': 'https://t.co/GpDtWDxRRY', 'indices': (57, 80)}], 'verified': False, 'created': datetime.datetime(2022, 6, 27, 8, 40, 36, tzinfo=datetime.timezone.utc), 'followersCount': 79, 'friendsCount': 213, 'statusesCount': 2013, 'favouritesCount': 1193, 'listedCount': 0, 'mediaCount': 292, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1629071916932669441/ys51fSwR_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1541340488044871680/1676144648', 'label': None}",0,0,0,0
15,1629468429483753476,2023-02-25 13:08:42+00:00,"@AntekGoldstein @FeusetteK @tterlikowski ""Katolicki"" 😅😅😅 Tak katolicki jak aborcjonista Biden czy inny Hołownia. To nie my ""dzielimy"" przedstawiając rzeczywistość bez koloryzowania, to tacy ludzie sami się wykluczają ze wspólnoty propagując co propagują.","{'username': 'VictorSkrz_', 'id': 1471948438921220107, 'displayname': 'VictorSkrz', 'rawDescription': 'Biolog z wykształcenia.\n\nWrażliwość społeczna jest niezbędnym elementem polityki Państwa.', 'renderedDescription': 'Biolog z wykształcenia.\n\nWrażliwość społeczna jest niezbędnym elementem polityki Państwa.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 12, 17, 21, 0, 57, tzinfo=datetime.timezone.utc), 'followersCount': 110, 'friendsCount': 293, 'statusesCount': 5853, 'favouritesCount': 30556, 'listedCount': 0, 'mediaCount': 129, 'location': 'Kraków, Małopolska', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1620066595820249091/ZMLvS2Uu_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1471948438921220107/1675088951', 'label': None}",0,0,0,0
16,1629468427994771456,2023-02-25 13:08:41+00:00,"Biden's inflation
January 2021: 1.4%
February 2021: 1.7%
March 2021: 2.6%
April 2021: 4.2%
May 2021: 5.0%
June 2021: 5.4%
July 2021: 5.4%
August 2021: 5.3%
September 2021: 5.4%
October 2021: 6.2%
November 2021: 6.8%
December 2021: 7.0%
January 2022: 7.5% https://t.co/FDUMhqleLj…","{'username': 'Robert40610', 'id': 1340117750664990720, 'displayname': 'Robert406', 'rawDescription': 'Just simply great.', 'renderedDescription': 'Just simply great.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2020, 12, 19, 2, 12, 54, tzinfo=datetime.timezone.utc), 'followersCount': 264, 'friendsCount': 197, 'statusesCount': 3515, 'favouritesCount': 10628, 'listedCount': 2, 'mediaCount': 109, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1340118063027392514/NuewyN9S_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1340117750664990720/1609631574', 'label': None}",0,0,0,0
17,1629468425176199170,2023-02-25 13:08:41+00:00,"Ucraina, Biden: piano di pace cinese? Se piace a Putin, come può essere un buon piano?","{'username': 'flashnewsfeed', 'id': 1435243518528720897, 'displayname': 'flash', 'rawDescription': 'Notizie dell’ultim’ora.', 'renderedDescription': 'Notizie dell’ultim’ora.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 9, 7, 14, 8, 23, tzinfo=datetime.timezone.utc), 'followersCount': 891, 'friendsCount': 3490, 'statusesCount': 9539, 'favouritesCount': 191, 'listedCount': 4, 'mediaCount': 615, 'location': 'Uqbar', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1579883688766177281/J9QVbzVK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1435243518528720897/1664566123', 'label': {'description': 'Automated', 'url': None, 'badgeUrl': 'https://pbs.twimg.com/semantic_core_img/1428827730364096519/4ZXpTBhS?format=png&name=orig', 'longDescription': 'Automated by @adrianomeisss'}}",0,0,0,0
18,1629468391143612417,2023-02-25 13:08:33+00:00,"@OGiannino Aggiungiamo anche quelle di Biden, stoltenberg (che tra l'altro straparla senza averne diritto), della Nuland,dei vari segretari di stato americani e poi vediamo chi è peggio. Ah, già, ma loro parlano apertamente di guerra quindi sono fuori concorso.....","{'username': 'massimomorpurgo', 'id': 1460969195265564673, 'displayname': 'massimomorpurgo@libero.it', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 11, 17, 13, 53, 30, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 5, 'statusesCount': 140, 'favouritesCount': 45, 'listedCount': 0, 'mediaCount': 1, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1460969348584153092/hLFhLvM2_normal.png', 'profileBannerUrl': None, 'label': None}",0,0,0,0
19,1629468334264668167,2023-02-25 13:08:19+00:00,"#Ucraina
Biden: il piano di pace cinese? ""Se a Putin piace, come può essere un buon piano?""

📰 @ultimoranet","{'username': 'ultimoranet', 'id': 919255486033260549, 'displayname': 'Ultimora.net - BREAKING NEWS', 'rawDescription': 'Canale Twitter ufficiale di https://t.co/9SNmVlZifu - le ultime notizie passano prima da qui. Segui la politica su @ultimora_pol', 'renderedDescription': 'Canale Twitter ufficiale di Ultimora.net - le ultime notizie passano prima da qui. Segui la politica su @ultimora_pol', 'descriptionLinks': [{'text': 'Ultimora.net', 'url': 'http://Ultimora.net', 'tcourl': 'https://t.co/9SNmVlZifu', 'indices': (28, 51)}], 'verified': False, 'created': datetime.datetime(2017, 10, 14, 17, 36, 1, tzinfo=datetime.timezone.utc), 'followersCount': 10509, 'friendsCount': 635, 'statusesCount': 2921, 'favouritesCount': 1079, 'listedCount': 73, 'mediaCount': 1098, 'location': 'Milano, Lombardia', 'protected': False, 'link': {'text': 'ultimora.net', 'url': 'https://ultimora.net/', 'tcourl': 'https://t.co/AH4prvWSgM', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1302892479662956546/Lvq37Vi4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/919255486033260549/1599468551', 'label': None}",0,1,3,0
20,1629468292833501184,2023-02-25 13:08:09+00:00,"Ucraina Biden: ""Nel piano cinese vantaggi solo per la Russia"": Il presidente Usa ribadisce: ""Gli Usa reagirebbero se la Cina fornisse armi alla Russia"" https://t.co/nMyaMFuGLS","{'username': 'fisco24_info', 'id': 740567406473543680, 'displayname': 'Fisco24', 'rawDescription': '#Fisco,#Contabilità,#Economia,#Politica,#Rassegna #stampa #primapagina', 'renderedDescription': '#Fisco,#Contabilità,#Economia,#Politica,#Rassegna #stampa #primapagina', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2016, 6, 8, 15, 33, 23, tzinfo=datetime.timezone.utc), 'followersCount': 1520, 'friendsCount': 1032, 'statusesCount': 310793, 'favouritesCount': 57, 'listedCount': 21, 'mediaCount': 135537, 'location': 'Milano, Lombardia', 'protected': False, 'link': {'text': 'fisco24.info', 'url': 'http://www.fisco24.info', 'tcourl': 'https://t.co/Stm7foKHdK', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/927552882756419585/LzS_DjgK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/740567406473543680/1509980546', 'label': None}",0,0,0,0
21,1629468287850487812,2023-02-25 13:08:08+00:00,"Biden va a Varsavia perché la Polonia é in prima linea, e non passa giorno senza che alla tv russa qualcuno prometta di invaderla o cancellarla dalla faccia della Terra. Forse Prodi farebbe bene a preoccuparsi degli ex leader politici europei che prendono soldi da Russia e Cina. https://t.co/pKby6Zqq4y","{'username': 'stevedire', 'id': 71821297, 'displayname': 'stefanocamp 🇪🇺🇺🇦', 'rawDescription': 'Radical chic & juventino  - Tweet e commenti spesso amaramente ironici e sempre a titolo personale - Geopolitica - NB Retwittare non significa condividere', 'renderedDescription': 'Radical chic & juventino  - Tweet e commenti spesso amaramente ironici e sempre a titolo personale - Geopolitica - NB Retwittare non significa condividere', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 9, 5, 15, 12, 45, tzinfo=datetime.timezone.utc), 'followersCount': 451, 'friendsCount': 993, 'statusesCount': 40434, 'favouritesCount': 664, 'listedCount': 17, 'mediaCount': 1379, 'location': ""Reggio nell'Emilia, Emilia Rom"", 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1497120312349106177/wnHzd7zG_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/71821297/1617393451', 'label': None}",0,0,0,0
22,1629468277062750215,2023-02-25 13:08:05+00:00,@HuubWStapel Uit solidariteit met Zelensky🙄De puppet van de seniele Biden en zijn criminele kompanen.,"{'username': 'loontje1003', 'id': 1694664169, 'displayname': 'Ilona', 'rawDescription': 'Bezorgde oma en moeder🙏🏻 Niets is wat het was of wat het leek te zijn😌', 'renderedDescription': 'Bezorgde oma en moeder🙏🏻 Niets is wat het was of wat het leek te zijn😌', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2013, 8, 23, 19, 33, 8, tzinfo=datetime.timezone.utc), 'followersCount': 935, 'friendsCount': 1505, 'statusesCount': 17264, 'favouritesCount': 59237, 'listedCount': 2, 'mediaCount': 643, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1507092891725975556/zO5y35bF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1694664169/1659351760', 'label': None}",0,0,0,0
23,1629468264349704206,2023-02-25 13:08:02+00:00,"@nrc En het zijn Hubris mensen die vaak Oorlog veroorzaken! Hubris Biden,Poetin,Xi ect! Links WEF bestaat uit Hybris mensen 😡","{'username': 'OdyyNL', 'id': 1519277840109297664, 'displayname': 'Che Willem', 'rawDescription': 'Pro Democratie, Anti Dictatuur, Censuur en onderdrukking.', 'renderedDescription': 'Pro Democratie, Anti Dictatuur, Censuur en onderdrukking.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 4, 27, 11, 30, 55, tzinfo=datetime.timezone.utc), 'followersCount': 181, 'friendsCount': 195, 'statusesCount': 29025, 'favouritesCount': 9746, 'listedCount': 20, 'mediaCount': 77, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1525149290989068289/eR7cVWXa_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0
24,1629468253075525633,2023-02-25 13:08:00+00:00,"@RNCResearch Biden's inflation
January 2021: 1.4%
February 2021: 1.7%
March 2021: 2.6%
April 2021: 4.2%
May 2021: 5.0%
June 2021: 5.4%
July 2021: 5.4%
August 2021: 5.3%
September 2021: 5.4%
October 2021: 6.2%
November 2021: 6.8%
December 2021: 7.0%
January 2022: 7.5% https://t.co/FDUMhqleLj…","{'username': 'Robert40610', 'id': 1340117750664990720, 'displayname': 'Robert406', 'rawDescription': 'Just simply great.', 'renderedDescription': 'Just simply great.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2020, 12, 19, 2, 12, 54, tzinfo=datetime.timezone.utc), 'followersCount': 264, 'friendsCount': 197, 'statusesCount': 3515, 'favouritesCount': 10628, 'listedCount': 2, 'mediaCount': 109, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1340118063027392514/NuewyN9S_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1340117750664990720/1609631574', 'label': None}",0,0,0,0
25,1629468242635890690,2023-02-25 13:07:57+00:00,@wilAsOli Mostrar assim ! Essa garota brasileira q só fala de alma está na minha mão 🤚 eu tenho o poder ! I have got the power 💥 sou a Malevola do filme 🎥 eu q mando ! Vou humilhar essa profissional por ela não ser da Esquerda do Biden ( deve ser assim o modo operante delas kkkk ) 🇧🇷😎,"{'username': 'NenaHelenaLima', 'id': 1445068607046701069, 'displayname': 'Helena NENA', 'rawDescription': 'MY LinkedIn account back automatically without blackmail 🆘 NÃO a censura 🤬 petista urgente 🚨 help me please World 🌍 Helena from Brazil 💚', 'renderedDescription': 'MY LinkedIn account back automatically without blackmail 🆘 NÃO a censura 🤬 petista urgente 🚨 help me please World 🌍 Helena from Brazil 💚', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 10, 4, 16, 50, 11, tzinfo=datetime.timezone.utc), 'followersCount': 2256, 'friendsCount': 4207, 'statusesCount': 2780, 'favouritesCount': 4116, 'listedCount': 0, 'mediaCount': 423, 'location': 'Sao Paulo, Brazil', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1628468323158482949/IYajF7M0_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1445068607046701069/1676931788', 'label': None}",0,0,0,0
