id,date,rawContent,user,replyCount,retweetCount,likeCount,quoteCount,Roberta_neg,Roberta_neu,Roberta_pos
1649156541172314112,2023-04-20 21:02:13+00:00,"🤔Basically speaks for me, a #BlueCheckMark really has no meaning or value anymore.

""A blue tick goes from meaning, 'I am who I say I am,' to simply, 'someone – maybe me, maybe not me – paid 8 clams.'”

https://t.co/XD1GPWekb8 @hrw","{'username': 'DitchdiggerBill', 'id': 3438599741, 'displayname': 'Bill Miller 🟧🇺🇸🇺🇦🇹🇼☸🕊 💙', 'rawDescription': '#StandWithUkraine🇺🇦\n#StandWithTaiwan🇹🇼\n#StandWithBiden \n#CivilRights✊\n#Democrat💙\n#ClimateCrisis🌎\n#HumanRights🕊\n#Linux🐧\n#Cybersecurity💻\n#Dayton, #Ohio✈️', 'renderedDescription': '#StandWithUkraine🇺🇦\n#StandWithTaiwan🇹🇼\n#StandWithBiden \n#CivilRights✊\n#Democrat💙\n#ClimateCrisis🌎\n#HumanRights🕊\n#Linux🐧\n#Cybersecurity💻\n#Dayton, #Ohio✈️', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2015, 8, 24, 23, 41, 25, tzinfo=datetime.timezone.utc), 'followersCount': 7407, 'friendsCount': 7898, 'statusesCount': 80818, 'favouritesCount': 119303, 'listedCount': 19, 'mediaCount': 8442, 'location': 'Dayton, OH', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1608312846198181888/_byk7gRl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3438599741/1681113577', 'label': None}",0,0,0,0,0.6718424,0.29719254,0.030965094
1649156487871098880,2023-04-20 21:02:01+00:00,"@stoolpresidente once again proving he’s the smartest person on the internet in the history of the internet. Never once needed a blue check mark, previously turned one down.  #BlueCheckMark","{'username': 'im_joesmith', 'id': 61705985, 'displayname': '.', 'rawDescription': 'all tweets & opinions are my own.', 'renderedDescription': 'all tweets & opinions are my own.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 7, 31, 6, 6, 8, tzinfo=datetime.timezone.utc), 'followersCount': 245, 'friendsCount': 917, 'statusesCount': 10774, 'favouritesCount': 16434, 'listedCount': 5, 'mediaCount': 2407, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1493379126677446659/0cCOwN2J_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/61705985/1596235361', 'label': None}",0,0,0,0,0.029670494,0.17661317,0.79371625
1649156465750605824,2023-04-20 21:01:55+00:00,"I’m not sure why everyone is complaining about their #BlueCheckMark. If it means something to you, pay the $8 bucks a month. If not, stop complaining 😂🤷🏻‍♂️.","{'username': 'AdamDiehl15', 'id': 512771571, 'displayname': 'Adam Diehl', 'rawDescription': 'Play-by-play broadcaster for New Mexico United, Sports Primo, Mountain West Network. 4 Year Alumni ENMU Soccer.', 'renderedDescription': 'Play-by-play broadcaster for New Mexico United, Sports Primo, Mountain West Network. 4 Year Alumni ENMU Soccer.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2012, 3, 3, 4, 19, 49, tzinfo=datetime.timezone.utc), 'followersCount': 1835, 'friendsCount': 937, 'statusesCount': 27171, 'favouritesCount': 7933, 'listedCount': 6, 'mediaCount': 1213, 'location': 'abq new mexico', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/900796535268626432/_zmOofol_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/512771571/1426372136', 'label': None}",0,0,0,0,0.531887,0.39368847,0.07442451
1649156461409214464,2023-04-20 21:01:54+00:00,I think the reason a lof of legacy people lost theur #BlueCheckMark is because they don't even have a phone number to verify! They been using free Wi-Fi and social media to make all their calls!,"{'username': 'RexAllenUmney', 'id': 2555926903, 'displayname': 'Rex Allen Umney', 'rawDescription': ""I been on the digital soap box since the BBS days in the 80's.. A lot has changed since then but it's still the same game."", 'renderedDescription': ""I been on the digital soap box since the BBS days in the 80's.. A lot has changed since then but it's still the same game."", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2014, 6, 9, 2, 19, 1, tzinfo=datetime.timezone.utc), 'followersCount': 40, 'friendsCount': 13, 'statusesCount': 5853, 'favouritesCount': 1655, 'listedCount': 4, 'mediaCount': 2044, 'location': 'Plymouth Michigan', 'protected': False, 'link': {'text': 'benzworld.us', 'url': 'http://www.benzworld.us', 'tcourl': 'https://t.co/vhmqHpZL8D', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1351912149036257281/9YZMPWol_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2555926903/1525763581', 'label': None}",0,0,0,0,0.68649566,0.28078958,0.032714665
1649156431265021953,2023-04-20 21:01:47+00:00,So do we all have to do Turing Tests now or.............? Am I even real? #BlueCheckMark https://t.co/jGo3HSUWgj,"{'username': 'What_A_Richard', 'id': 26788302, 'displayname': 'Richard Morrison 🏒', 'rawDescription': ""Don't be a Richard"", 'renderedDescription': ""Don't be a Richard"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 3, 26, 16, 39, 39, tzinfo=datetime.timezone.utc), 'followersCount': 156, 'friendsCount': 474, 'statusesCount': 2194, 'favouritesCount': 2691, 'listedCount': 7, 'mediaCount': 96, 'location': 'ÜT: 51.045916,-113.987885', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1649136617104502785/MIRRsmd0_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/26788302/1682019784', 'label': None}",0,0,0,0,0.5253421,0.45075557,0.023902265
1649156424457682951,2023-04-20 21:01:46+00:00,"The unbridled coping and seething over the #BlueCheckMark apocalypse is genuinely hilarious.
#lol
#lmaoeven
#cope
#seethe https://t.co/K5UmvS7CQw","{'username': 'WCKekarot', 'id': 786790604168585216, 'displayname': 'Kekarot', 'rawDescription': ""You're not dealing with the average shitposter anymore"", 'renderedDescription': ""You're not dealing with the average shitposter anymore"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2016, 10, 14, 4, 47, 52, tzinfo=datetime.timezone.utc), 'followersCount': 182, 'friendsCount': 245, 'statusesCount': 1780, 'favouritesCount': 11092, 'listedCount': 2, 'mediaCount': 654, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1596299853767725056/ykphMl78_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/786790604168585216/1669453789', 'label': None}",0,0,0,0,0.121028736,0.35156116,0.5274101
1649156408729034752,2023-04-20 21:01:42+00:00,Do we give some of these accounts a grace period. What are we doing? #BlueCheckMark,"{'username': 'Lou2173', 'id': 1490098900744556545, 'displayname': 'Lou', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 2, 5, 23, 4, 20, tzinfo=datetime.timezone.utc), 'followersCount': 6, 'friendsCount': 37, 'statusesCount': 86, 'favouritesCount': 11268, 'listedCount': 0, 'mediaCount': 11, 'location': 'Los Angeles, CA', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1635364923772637186/B45ULBuB_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,0.14493576,0.81911314,0.03595106
1649156377514737671,2023-04-20 21:01:34+00:00,"Do any of you feel stupid for paying for a blue checkmark yet?

Can't take away something I never had!

#BlueCheckMark","{'username': 'AdamJoshDotCom', 'id': 180810321, 'displayname': 'Adam🌾', 'rawDescription': ""Secure your advance copy of the groundbreaking investment strategy book I'm writing and pre-order at the link below! 📖"", 'renderedDescription': ""Secure your advance copy of the groundbreaking investment strategy book I'm writing and pre-order at the link below! 📖"", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 8, 20, 15, 1, 23, tzinfo=datetime.timezone.utc), 'followersCount': 23376, 'friendsCount': 234, 'statusesCount': 189583, 'favouritesCount': 51986, 'listedCount': 187, 'mediaCount': 72123, 'location': 'Niagara Region, Canada.', 'protected': False, 'link': {'text': 'adamjosh.com/product/880650', 'url': 'https://adamjosh.com/product/880650', 'tcourl': 'https://t.co/NhX1yfunOF', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1644000685606699010/SIjeciRI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/180810321/1682000395', 'label': None}",0,0,0,0,0.87222815,0.11582346,0.01194842
1649156371953197062,2023-04-20 21:01:33+00:00,Celebs getting their #BlueCheckMark removed looking at each other. https://t.co/auiKzdAleR,"{'username': 'MsPettySavage1', 'id': 1053999788696461313, 'displayname': 'Florescent Beige', 'rawDescription': ""Don't @ me. I said what I said.\nI'm a Master Fuckupist."", 'renderedDescription': ""Don't @ me. I said what I said.\nI'm a Master Fuckupist."", 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2018, 10, 21, 13, 21, 46, tzinfo=datetime.timezone.utc), 'followersCount': 247, 'friendsCount': 1362, 'statusesCount': 6842, 'favouritesCount': 13755, 'listedCount': 2, 'mediaCount': 3242, 'location': 'Pettyville, WV', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1054001625315074048/QV2rlyna_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1053999788696461313/1540128544', 'label': None}",0,0,0,0,0.40905672,0.5321956,0.058747627
1649156333675978755,2023-04-20 21:01:24+00:00,"Look at all these stupid conservatives pointing out how #HillaryClinton and others lost their #BlueCheckMark 

Like, have you not been paying attention? Musk said if you don't pay it's coming. If you have a blue check mark after today, you're an idiot.","{'username': 'LiberalDanRadio', 'id': 626006840, 'displayname': 'Liberal Dan', 'rawDescription': ""Talk From The Left, That's Right! \nWednesdays,8pm Central\nhttps://t.co/lxpkNOSazp\nhttps://t.co/tBnsN5hlTI\nhttps://t.co/N5XYgZb7U0"", 'renderedDescription': ""Talk From The Left, That's Right! \nWednesdays,8pm Central\nyoutube.com/liberaldanradio\nanchor.fm/liberal-dan\npatreon.com/liberaldan"", 'descriptionLinks': [{'text': 'youtube.com/liberaldanradio', 'url': 'http://youtube.com/liberaldanradio', 'tcourl': 'https://t.co/lxpkNOSazp', 'indices': (58, 81)}, {'text': 'anchor.fm/liberal-dan', 'url': 'http://anchor.fm/liberal-dan', 'tcourl': 'https://t.co/tBnsN5hlTI', 'indices': (82, 105)}, {'text': 'patreon.com/liberaldan', 'url': 'http://patreon.com/liberaldan', 'tcourl': 'https://t.co/N5XYgZb7U0', 'indices': (106, 129)}], 'verified': False, 'created': datetime.datetime(2012, 7, 4, 0, 15, 53, tzinfo=datetime.timezone.utc), 'followersCount': 2725, 'friendsCount': 4049, 'statusesCount': 23254, 'favouritesCount': 4830, 'listedCount': 44, 'mediaCount': 1545, 'location': 'New Orleans', 'protected': False, 'link': {'text': 'liberaldan.com', 'url': 'http://www.liberaldan.com', 'tcourl': 'https://t.co/I3Gwmy6mUc', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1488202073434996736/GHd1z91U_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/626006840/1397630820', 'label': None}",0,0,0,0,0.90795517,0.08495688,0.0070879054
