,tweet_id,tweet_datetime,tweet_text,user_name,searched_by_hashtag,retweet_count,likeCount,quoteCount,Roberta_neg,Roberta_neu,Roberta_pos
0,1647729620601405440,2023-04-16 22:32:09+00:00,"@Jazzyflyfish @MisterUniformed @AIIProMarlo @MagicJohnson @Lakers how the narrative shifts just to make the lakers look like the favorites lmao, last I checked talk we’re saying “Memphis in 4, memphis in 5”","{'username': 'PorthunAndrei', 'id': 1261133580069044227, 'displayname': 'ierdnA👊', 'rawDescription': 'https://t.co/bDs9tufn7m', 'renderedDescription': 'last.fm/user/PorthunAn…', 'descriptionLinks': [{'text': 'last.fm/user/PorthunAn…', 'url': 'https://www.last.fm/user/PorthunAndrei', 'tcourl': 'https://t.co/bDs9tufn7m', 'indices': (0, 23)}], 'verified': False, 'created': datetime.datetime(2020, 5, 15, 3, 17, 41, tzinfo=datetime.timezone.utc), 'followersCount': 187, 'friendsCount': 279, 'statusesCount': 17328, 'favouritesCount': 90235, 'listedCount': 0, 'mediaCount': 663, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1643070684745146370/NwCAwLsc_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1261133580069044227/1677549218', 'label': None}",0,0,0,0,0.15679918,0.74205494,0.10114592
1,1647729609213878272,2023-04-16 22:32:06+00:00,Yeah ja hurt switching to #Lakers,"{'username': 'nolaburner', 'id': 1159946152290213888, 'displayname': 'Pels in Fo’', 'rawDescription': 'Depressed Saints, Pelicans, & LSU fan', 'renderedDescription': 'Depressed Saints, Pelicans, & LSU fan', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2019, 8, 9, 21, 54, 48, tzinfo=datetime.timezone.utc), 'followersCount': 681, 'friendsCount': 1403, 'statusesCount': 13883, 'favouritesCount': 83669, 'listedCount': 0, 'mediaCount': 693, 'location': 'New Orleans, LA', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1579870358173122567/lxl0XTMy_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1159946152290213888/1657671607', 'label': None}",0,0,0,0,0.52629507,0.43772617,0.035978753
2,1647729607263809536,2023-04-16 22:32:06+00:00,Lakers win and their mascot emerges,"{'username': 'ronanivanovich', 'id': 1346948357294493696, 'displayname': 'Ronan De La Vega', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 1, 6, 22, 35, tzinfo=datetime.timezone.utc), 'followersCount': 27, 'friendsCount': 48, 'statusesCount': 213, 'favouritesCount': 1879, 'listedCount': 0, 'mediaCount': 15, 'location': 'Oceanside, CA', 'protected': False, 'link': {'text': 'linktr.ee/chopperflynn', 'url': 'https://linktr.ee/chopperflynn', 'tcourl': 'https://t.co/KQVNzMZ0bj', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1631204580762726401/XZ3JZCMT_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1346948357294493696/1610313708', 'label': None}",0,0,0,0,0.003501508,0.26291558,0.73358303
3,1647729605015646208,2023-04-16 22:32:05+00:00,@Janieled Warriors are better then the Lakers,"{'username': 'YouTubeXenDemon', 'id': 1249904519724421120, 'displayname': 'SRW Demon (20ms)', 'rawDescription': '19\nhttps://t.co/fiGrjb1Hvw\nCompetitive Fortnite for @TeamSarrow_', 'renderedDescription': '19\nlinktr.ee/srwdemon\nCompetitive Fortnite for @TeamSarrow_', 'descriptionLinks': [{'text': 'linktr.ee/srwdemon', 'url': 'https://linktr.ee/srwdemon', 'tcourl': 'https://t.co/fiGrjb1Hvw', 'indices': (3, 26)}], 'verified': False, 'created': datetime.datetime(2020, 4, 14, 3, 38, 13, tzinfo=datetime.timezone.utc), 'followersCount': 487, 'friendsCount': 1586, 'statusesCount': 3367, 'favouritesCount': 1254, 'listedCount': 0, 'mediaCount': 97, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1634031607765155841/MCSICy3M_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1249904519724421120/1678211523', 'label': None}",0,0,0,0,0.02378487,0.35453114,0.6216839
4,1647729603387981824,2023-04-16 22:32:05+00:00,@Lakers Lakers in 4🫡 pay Ar15 &amp; Rui,"{'username': '662Tra', 'id': 1044975249723453441, 'displayname': '👑🤍💰', 'rawDescription': 'ICC’22❤️💙 Phil 4:13 🙌🏾💪🏾', 'renderedDescription': 'ICC’22❤️💙 Phil 4:13 🙌🏾💪🏾', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2018, 9, 26, 15, 41, 29, tzinfo=datetime.timezone.utc), 'followersCount': 46, 'friendsCount': 694, 'statusesCount': 127, 'favouritesCount': 586, 'listedCount': 0, 'mediaCount': 13, 'location': 'Mississippi, USA', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1618893221081530371/FhcEj94j_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1044975249723453441/1586666959', 'label': None}",0,0,0,0,0.03175049,0.9266512,0.04159816
5,1647729602905919489,2023-04-16 22:32:05+00:00,@VinnyBonsignore @Lakers Did I miss something? The Lakers won the chip?,"{'username': 'KeithZygote', 'id': 30633023, 'displayname': 'Keith Zygote', 'rawDescription': 'Former Wine Salesman. Addicted record collector. Full time cook and gardener. RN4L.', 'renderedDescription': 'Former Wine Salesman. Addicted record collector. Full time cook and gardener. RN4L.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2009, 4, 12, 10, 36, 11, tzinfo=datetime.timezone.utc), 'followersCount': 26, 'friendsCount': 281, 'statusesCount': 4313, 'favouritesCount': 5135, 'listedCount': 0, 'mediaCount': 149, 'location': 'San Francisco, CA', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/875504619585024000/s-vCZgUO_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,0.16747727,0.74457127,0.087951526
6,1647729602196897797,2023-04-16 22:32:05+00:00,the Lakers won? yikes.,"{'username': 'laurachooksie', 'id': 1558832821912862726, 'displayname': 'Laura ⚢🌱', 'rawDescription': 'Chooks, Dons tragic. White Sox baseball.', 'renderedDescription': 'Chooks, Dons tragic. White Sox baseball.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2022, 8, 14, 15, 8, 12, tzinfo=datetime.timezone.utc), 'followersCount': 186, 'friendsCount': 756, 'statusesCount': 1148, 'favouritesCount': 2362, 'listedCount': 0, 'mediaCount': 60, 'location': '⩜⃝🏴', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1640519319762223111/R_LjIcYx_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1558832821912862726/1679966419', 'label': None}",0,0,0,0,0.69464475,0.2715153,0.033839922
7,1647729600082968576,2023-04-16 22:32:04+00:00,"@LWKYLLA @TheeSithLord @SHAQ @AustinReaves15 @LakersNation @Lakers @NBAonTNT Man if y’all don’t get y’all ass outta here lmao

Nah but in all seriousness that was a good game, y’all showed up","{'username': 'Sulaiman_', 'id': 45933375, 'displayname': 'SULI.', 'rawDescription': '🧩 info@coolforaliving.com', 'renderedDescription': '🧩 info@coolforaliving.com', 'descriptionLinks': None, 'verified': True, 'created': datetime.datetime(2009, 6, 9, 20, 20, 51, tzinfo=datetime.timezone.utc), 'followersCount': 4932, 'friendsCount': 476, 'statusesCount': 14870, 'favouritesCount': 19131, 'listedCount': 74, 'mediaCount': 1255, 'location': '', 'protected': False, 'link': {'text': 'bio.site/sulaiman', 'url': 'http://bio.site/sulaiman', 'tcourl': 'https://t.co/3uUgYmclev', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1628602222324981761/obSxXvF7_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/45933375/1673113512', 'label': None}",0,0,0,0,0.15152706,0.37714294,0.47132996
8,1647729598543568898,2023-04-16 22:32:04+00:00,Lakers showed off today,"{'username': 'kynitty', 'id': 950562812, 'displayname': 'kynitty', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2012, 11, 15, 22, 18, 2, tzinfo=datetime.timezone.utc), 'followersCount': 975, 'friendsCount': 550, 'statusesCount': 3931, 'favouritesCount': 206, 'listedCount': 0, 'mediaCount': 39, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1351960749413986309/pao-ey9l_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,0.010936309,0.27407315,0.71499044
9,1647729597314904064,2023-04-16 22:32:03+00:00,"@BlazedBronny Yeah I had the lakers +5, Bucks and Suns winning straight up","{'username': 'DripGodless', 'id': 1350556104896335872, 'displayname': 'Drip Bayless(Parody Account)', 'rawDescription': 'Unbiased Professional Sports(NBA&NFL&Futbol) & Music Analyst. Block me = I own you🤡 Parody account & no association with @RealSkipBayless. I know ball. 6’4', 'renderedDescription': 'Unbiased Professional Sports(NBA&NFL&Futbol) & Music Analyst. Block me = I own you🤡 Parody account & no association with @RealSkipBayless. I know ball. 6’4', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2021, 1, 16, 21, 30, 50, tzinfo=datetime.timezone.utc), 'followersCount': 1253, 'friendsCount': 441, 'statusesCount': 12835, 'favouritesCount': 12898, 'listedCount': 0, 'mediaCount': 584, 'location': 'Clowning Skip Bayless', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1610316751966994433/BXEEIFUd_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1350556104896335872/1639370565', 'label': None}",0,0,0,0,0.010154658,0.6295695,0.36027586
