tweet_id,tweet_datetime,tweet_text,searched_by_hashtag,user_name,retweet_count,Roberta_neg,Roberta_neu,Roberta_pos
1,0,"Zendaya Makes Surprise Appearance at Coachella 2023, Performs “All for Us” During Labrinth Set dlvr.it/SmxvVm #appearance #Coachella #Labrinth #performs",zendaya,twitter user,0,0.0034222228,0.7049062,0.2916715
2,0,The way zendaya came out and ate up every body who performed at Coachella in two snippets of songs IS CRAZY,zendaya,twitter user,0,0.719216,0.23817407,0.04260994
3,0,Damn near levitated when Billie came out last weekend and this weekend it's Zendaya?? Labby!,zendaya,twitter user,0,0.3599648,0.48788077,0.15215452
4,0,ZENDAYA PERFORMED AT COACHELLA AND NO ONE TOLD ME!??!?!?,zendaya,twitter user,0,0.7090391,0.26062793,0.030332955
5,0,Zendaya is the Beyoncé of acting.,zendaya,twitter user,0,0.006857567,0.19127466,0.8018678
6,0,ZENDAYA PREFORMED ALL FOR US WITH LABRINTH AT COACHELLA???? WHY DID NO ONE INFORM ME I HAVE CHILLS,zendaya,twitter user,0,0.73849994,0.22595993,0.035540182
7,0,Also Zendaya,zendaya,twitter user,0,0.017130468,0.8492102,0.13365932
8,0,ZENDAYA PERFORMED AT COACHELLA ???!!!! HELLO,zendaya,twitter user,0,0.061351243,0.6118723,0.32677642
9,0,My bestie really made headlines today getting zendaya on stage 💅 proud of you bb,zendaya,twitter user,0,0.00093837857,0.008181004,0.9908806
10,0,"just a mini one.. follow me if you love all things zendaya, tom holland, drew starkey timothée chalamet and many many others 🤍",zendaya,twitter user,0,0.0014268643,0.07421719,0.924356
11,0,"Zendaya Makes Surprise Appearance at Coachella 2023, Performs “All for Us” During Labrinth Set dlvr.it/SmxvVm #appearance #Coachella #Labrinth #performs",zendaya,twitter user,0,0.0034222228,0.7049062,0.2916715
12,0,The way zendaya came out and ate up every body who performed at Coachella in two snippets of songs IS CRAZY,zendaya,twitter user,0,0.719216,0.23817407,0.04260994
13,0,Damn near levitated when Billie came out last weekend and this weekend it's Zendaya?? Labby!,zendaya,twitter user,0,0.3599648,0.48788077,0.15215452
14,0,ZENDAYA PERFORMED AT COACHELLA AND NO ONE TOLD ME!??!?!?,zendaya,twitter user,0,0.7090391,0.26062793,0.030332955
15,0,Zendaya is the Beyoncé of acting.,zendaya,twitter user,0,0.006857567,0.19127466,0.8018678
16,0,ZENDAYA PREFORMED ALL FOR US WITH LABRINTH AT COACHELLA???? WHY DID NO ONE INFORM ME I HAVE CHILLS,zendaya,twitter user,0,0.73849994,0.22595993,0.035540182
17,0,Also Zendaya,zendaya,twitter user,0,0.017130468,0.8492102,0.13365932
18,0,ZENDAYA PERFORMED AT COACHELLA ???!!!! HELLO,zendaya,twitter user,0,0.061351243,0.6118723,0.32677642
19,0,My bestie really made headlines today getting zendaya on stage 💅 proud of you bb,zendaya,twitter user,0,0.00093837857,0.008181004,0.9908806
20,0,"just a mini one.. follow me if you love all things zendaya, tom holland, drew starkey timothée chalamet and many many others 🤍",zendaya,twitter user,0,0.0014268643,0.07421719,0.924356
21,0,"Zendaya Makes Surprise Appearance at Coachella 2023, Performs “All for Us” During Labrinth Set dlvr.it/SmxvVm #appearance #Coachella #Labrinth #performs",zendaya,twitter user,0,0.0034222228,0.7049062,0.2916715
22,0,The way zendaya came out and ate up every body who performed at Coachella in two snippets of songs IS CRAZY,zendaya,twitter user,0,0.719216,0.23817407,0.04260994
23,0,Damn near levitated when Billie came out last weekend and this weekend it's Zendaya?? Labby!,zendaya,twitter user,0,0.3599648,0.48788077,0.15215452
24,0,ZENDAYA PERFORMED AT COACHELLA AND NO ONE TOLD ME!??!?!?,zendaya,twitter user,0,0.7090391,0.26062793,0.030332955
25,0,Zendaya is the Beyoncé of acting.,zendaya,twitter user,0,0.006857567,0.19127466,0.8018678
26,0,ZENDAYA PREFORMED ALL FOR US WITH LABRINTH AT COACHELLA???? WHY DID NO ONE INFORM ME I HAVE CHILLS,zendaya,twitter user,0,0.73849994,0.22595993,0.035540182
27,0,Also Zendaya,zendaya,twitter user,0,0.017130468,0.8492102,0.13365932
28,0,ZENDAYA PERFORMED AT COACHELLA ???!!!! HELLO,zendaya,twitter user,0,0.061351243,0.6118723,0.32677642
29,0,My bestie really made headlines today getting zendaya on stage 💅 proud of you bb,zendaya,twitter user,0,0.00093837857,0.008181004,0.9908806
30,0,"just a mini one.. follow me if you love all things zendaya, tom holland, drew starkey timothée chalamet and many many others 🤍",zendaya,twitter user,0,0.0014268643,0.07421719,0.924356
31,0,"Zendaya Makes Surprise Appearance at Coachella 2023, Performs “All for Us” During Labrinth Set dlvr.it/SmxvVm #appearance #Coachella #Labrinth #performs",zendaya,twitter user,0,0.0034222228,0.7049062,0.2916715
32,0,The way zendaya came out and ate up every body who performed at Coachella in two snippets of songs IS CRAZY,zendaya,twitter user,0,0.719216,0.23817407,0.04260994
33,0,Damn near levitated when Billie came out last weekend and this weekend it's Zendaya?? Labby!,zendaya,twitter user,0,0.3599648,0.48788077,0.15215452
34,0,ZENDAYA PERFORMED AT COACHELLA AND NO ONE TOLD ME!??!?!?,zendaya,twitter user,0,0.7090391,0.26062793,0.030332955
35,0,Zendaya is the Beyoncé of acting.,zendaya,twitter user,0,0.006857567,0.19127466,0.8018678
36,0,ZENDAYA PREFORMED ALL FOR US WITH LABRINTH AT COACHELLA???? WHY DID NO ONE INFORM ME I HAVE CHILLS,zendaya,twitter user,0,0.73849994,0.22595993,0.035540182
37,0,Also Zendaya,zendaya,twitter user,0,0.017130468,0.8492102,0.13365932
38,0,ZENDAYA PERFORMED AT COACHELLA ???!!!! HELLO,zendaya,twitter user,0,0.061351243,0.6118723,0.32677642
39,0,My bestie really made headlines today getting zendaya on stage 💅 proud of you bb,zendaya,twitter user,0,0.00093837857,0.008181004,0.9908806
40,0,"just a mini one.. follow me if you love all things zendaya, tom holland, drew starkey timothée chalamet and many many others 🤍",zendaya,twitter user,0,0.0014268643,0.07421719,0.924356
41,0,"Zendaya Makes Surprise Appearance at Coachella 2023, Performs “All for Us” During Labrinth Set dlvr.it/SmxvVm #appearance #Coachella #Labrinth #performs",zendaya,twitter user,0,0.0034222228,0.7049062,0.2916715
42,0,The way zendaya came out and ate up every body who performed at Coachella in two snippets of songs IS CRAZY,zendaya,twitter user,0,0.719216,0.23817407,0.04260994
43,0,Damn near levitated when Billie came out last weekend and this weekend it's Zendaya?? Labby!,zendaya,twitter user,0,0.3599648,0.48788077,0.15215452
44,0,ZENDAYA PERFORMED AT COACHELLA AND NO ONE TOLD ME!??!?!?,zendaya,twitter user,0,0.7090391,0.26062793,0.030332955
45,0,Zendaya is the Beyoncé of acting.,zendaya,twitter user,0,0.006857567,0.19127466,0.8018678
46,0,ZENDAYA PREFORMED ALL FOR US WITH LABRINTH AT COACHELLA???? WHY DID NO ONE INFORM ME I HAVE CHILLS,zendaya,twitter user,0,0.73849994,0.22595993,0.035540182
47,0,Also Zendaya,zendaya,twitter user,0,0.017130468,0.8492102,0.13365932
48,0,ZENDAYA PERFORMED AT COACHELLA ???!!!! HELLO,zendaya,twitter user,0,0.061351243,0.6118723,0.32677642
49,0,My bestie really made headlines today getting zendaya on stage 💅 proud of you bb,zendaya,twitter user,0,0.00093837857,0.008181004,0.9908806
50,0,"just a mini one.. follow me if you love all things zendaya, tom holland, drew starkey timothée chalamet and many many others 🤍",zendaya,twitter user,0,0.0014268643,0.07421719,0.924356
